customer_id,loan_id,loan_amount,loan_type,interest_rate,loan_term,approval_rejection_date,loan_status,has_date_parsing_error
934,934,41123.5,mortgage,0.0159,12,2022-12-06,approved,false
935,935,17280.09,auto,0.0205,24,2021-09-14,approved,false
936,936,33633.15,personal,0.0559,48,2021-07-07,approved,false
937,937,48311.68,auto,0.0441,60,2021-10-20,approved,false
938,938,44734.0,auto,0.0146,36,2020-02-10,closed,false
939,939,9818.64,personal,0.027,12,2020-08-03,closed,false
940,940,18601.16,personal,0.0115,48,2022-12-04,rejected,false
941,941,37805.88,personal,0.0405,36,2022-05-12,approved,false
942,942,48905.27,personal,0.0481,60,2022-01-14,rejected,false
943,943,36080.81,personal,0.0595,24,2021-04-12,closed,false
944,944,13358.41,mortgage,0.042,60,2021-04-12,approved,false
945,945,7508.31,personal,0.0217,24,2021-11-27,approved,false
946,946,25262.82,auto,0.0563,24,2021-02-09,closed,false
947,947,10454.62,mortgage,0.0553,24,2022-07-02,rejected,false
948,948,12153.13,auto,0.024,60,2020-09-15,closed,false
949,949,32087.16,personal,0.0352,12,2022-11-26,rejected,false
950,950,26226.93,auto,0.0201,36,2021-06-18,approved,false
951,951,6913.97,auto,0.0125,48,2022-06-05,closed,false
952,952,8530.23,mortgage,0.0153,12,2022-04-29,closed,false
953,953,1952.29,auto,0.0198,12,2022-10-17,closed,false
954,954,11763.33,mortgage,0.0028,48,2021-05-28,approved,false
955,955,44478.34,auto,0.0521,48,2020-09-22,approved,false
956,956,39858.63,auto,0.0544,36,2022-07-28,rejected,false
957,957,21324.31,personal,0.0579,12,2021-01-09,approved,false
958,958,37354.77,auto,0.0478,36,2020-11-12,approved,false
959,959,20941.49,mortgage,0.06,12,2021-05-15,rejected,false
960,960,39813.1,personal,0.0437,48,2020-10-19,closed,false
961,961,9915.35,personal,0.0362,24,2020-07-23,closed,false
962,962,8473.35,personal,0.0402,36,2020-05-15,approved,false
963,963,4819.09,personal,0.0341,36,2020-11-11,closed,false
964,964,12848.51,personal,0.0174,24,2020-12-14,rejected,false
965,965,8169.5,auto,0.0268,12,2021-03-24,closed,false
966,966,40133.43,personal,0.001,24,2021-11-24,approved,false
967,967,12758.61,auto,0.0258,24,2020-08-16,rejected,false
968,968,26294.17,auto,0.013,60,2020-12-18,closed,false
969,969,38053.66,auto,0.0587,12,2022-05-28,closed,false
970,970,34176.65,mortgage,0.0579,24,2022-04-11,closed,false
971,971,11024.89,auto,0.024,24,2022-06-17,rejected,false
972,972,4776.52,auto,0.0251,60,2021-09-28,rejected,false
973,973,45676.32,personal,0.0117,60,2020-11-09,rejected,false
974,974,31477.69,auto,0.0089,60,2022-12-01,rejected,false
975,975,35621.62,personal,0.0342,48,2021-03-24,closed,false
976,976,19914.69,mortgage,0.0053,36,2021-04-04,approved,false
977,977,12838.74,auto,0.0413,60,2021-08-29,approved,false
978,978,27000.26,mortgage,0.0555,12,2021-08-26,closed,false
979,979,4816.21,personal,0.0242,48,2022-04-30,closed,false
980,980,40198.85,personal,0.003,36,2022-10-13,rejected,false
981,981,33070.75,personal,0.0036,48,2021-08-01,approved,false
982,982,38320.07,personal,0.0253,60,2021-09-02,rejected,false
983,983,28893.78,personal,0.0156,24,2021-03-16,rejected,false
984,984,29317.55,mortgage,0.0453,24,2020-08-20,closed,false
985,985,30418.41,mortgage,0.0498,48,2021-08-09,rejected,false
986,986,39423.79,mortgage,0.0539,36,2022-07-31,closed,false
987,987,12043.88,personal,0.0176,36,2020-10-29,approved,false
988,988,34395.07,mortgage,0.0143,12,2022-05-18,approved,false
989,989,28082.58,auto,0.0488,60,2021-12-20,rejected,false
990,990,25260.28,auto,0.0424,24,2020-10-20,rejected,false
991,991,27504.42,mortgage,0.0486,36,2020-12-31,approved,false
992,992,14337.81,auto,0.0055,12,2022-09-22,approved,false
993,993,2816.95,auto,0.0333,48,2020-03-27,approved,false
994,994,38199.03,mortgage,0.056,12,2022-10-21,closed,false
995,995,45892.5,personal,0.0465,24,2022-02-09,closed,false
996,996,24557.37,mortgage,0.0447,60,2020-04-29,rejected,false
997,997,42057.19,auto,0.0324,12,2022-03-20,rejected,false
998,998,28207.57,mortgage,0.0333,48,2021-09-13,rejected,false
999,999,46584.81,mortgage,0.0409,12,2021-03-10,rejected,false
1000,1000,25912.46,mortgage,0.0084,48,2021-01-18,approved,false
1001,1001,11037.78,auto,0.0051,12,2021-11-10,rejected,false
1002,1002,43635.64,mortgage,0.0051,24,2021-01-07,rejected,false
1003,1003,40213.32,personal,0.0248,36,2021-07-22,rejected,false
1004,1004,20502.53,auto,0.0469,60,2020-09-28,approved,false
1005,1005,42253.67,personal,0.0078,48,2020-05-20,rejected,false
1006,1006,1443.47,mortgage,0.0021,24,2021-04-11,rejected,false
1007,1007,40187.61,auto,0.0201,48,2021-06-02,approved,false
1008,1008,34713.97,personal,0.0436,36,2021-05-02,closed,false
1009,1009,19604.23,mortgage,0.0097,48,2021-05-26,rejected,false
1010,1010,39787.71,mortgage,0.0289,36,2022-07-12,rejected,false
1011,1011,7206.43,auto,0.0089,36,2022-06-28,closed,false
1012,1012,10962.65,personal,0.0321,48,2021-04-04,closed,false
1013,1013,27145.42,auto,0.0372,24,2020-03-26,rejected,false
1014,1014,44170.29,mortgage,0.0194,12,2021-01-27,rejected,false
1015,1015,7375.15,mortgage,0.0139,24,2021-05-11,closed,false
1016,1016,28649.17,personal,0.0381,24,2021-07-05,rejected,false
1017,1017,37903.45,personal,0.0588,24,2022-02-20,rejected,false
1018,1018,37424.32,mortgage,0.0166,48,2020-08-30,closed,false
1019,1019,31770.1,mortgage,0.031,12,2020-06-10,approved,false
1020,1020,47105.13,mortgage,0.0475,12,2022-05-17,closed,false
1021,1021,24624.72,mortgage,0.0035,36,2021-08-24,closed,false
1022,1022,44131.99,personal,0.0125,12,2020-10-28,approved,false
1023,1023,31359.61,personal,0.0459,24,2020-08-19,rejected,false
1024,1024,37135.87,personal,0.0375,48,2021-04-27,rejected,false
1025,1025,23776.78,auto,0.0136,12,2022-04-18,rejected,false
1026,1026,9213.35,mortgage,0.0238,36,2021-01-23,approved,false
1027,1027,6345.68,mortgage,0.0367,12,2022-02-18,closed,false
1028,1028,34434.19,personal,0.0397,48,2021-12-29,approved,false
1029,1029,19447.33,mortgage,0.0061,24,2022-06-28,approved,false
1030,1030,28806.66,personal,0.049,12,2022-09-03,closed,false
1031,1031,37556.42,mortgage,0.0313,48,2020-08-27,closed,false
1032,1032,39537.6,mortgage,0.0385,36,2020-08-26,closed,false
1033,1033,25973.36,mortgage,0.0554,24,2022-09-06,approved,false
1034,1034,16410.62,auto,0.059,36,2021-12-29,closed,false
1035,1035,39018.13,personal,0.0485,60,2020-01-23,rejected,false
1036,1036,21351.92,mortgage,0.036,36,2022-11-05,closed,false
1037,1037,46899.81,mortgage,0.0585,36,2020-12-05,approved,false
1038,1038,41404.03,personal,0.0507,12,2022-12-17,closed,false
1039,1039,37598.92,auto,0.0081,12,2020-06-16,rejected,false
1040,1040,12820.96,personal,0.0118,36,2020-12-01,approved,false
1041,1041,18775.34,mortgage,0.0413,48,2022-01-22,closed,false
1042,1042,42600.06,personal,0.0065,60,2020-09-29,closed,false
1043,1043,2133.85,auto,0.0123,12,2020-09-27,closed,false
1044,1044,39291.97,auto,0.0268,24,2022-12-26,rejected,false
1045,1045,20803.43,mortgage,0.057,48,2021-05-26,closed,false
1046,1046,40168.1,mortgage,0.021,12,2021-01-10,closed,false
1047,1047,28067.2,personal,0.0408,24,2021-03-04,approved,false
1048,1048,26813.53,personal,0.0598,24,2021-03-18,rejected,false
1049,1049,35377.98,personal,0.0384,36,2020-02-12,closed,false
1050,1050,40510.36,personal,0.0475,60,2021-08-30,approved,false
1051,1051,34979.28,auto,0.0559,12,2022-11-24,rejected,false
1052,1052,23085.0,auto,0.0015,36,2022-11-19,approved,false
1053,1053,16720.97,personal,0.0477,36,2022-04-16,rejected,false
1054,1054,42435.86,personal,0.0019,60,2021-07-21,approved,false
1055,1055,26518.1,personal,0.0212,48,2022-12-29,approved,false
1056,1056,39389.58,mortgage,0.0341,36,2020-11-19,closed,false
1057,1057,49790.15,auto,0.0484,48,2021-10-04,approved,false
1058,1058,32550.49,personal,0.0027,60,2021-08-29,rejected,false
1059,1059,14638.96,personal,0.022,36,2021-06-19,rejected,false
1060,1060,43412.27,auto,0.0234,12,2022-02-14,rejected,false
1061,1061,14409.98,auto,0.0132,48,2021-04-18,closed,false
1062,1062,13759.65,mortgage,0.0103,60,2020-11-15,closed,false
1063,1063,4622.91,mortgage,0.0474,24,2022-05-08,rejected,false
1064,1064,4849.57,mortgage,0.0031,36,2022-05-28,approved,false
1065,1065,43253.75,mortgage,0.0028,36,2021-11-15,rejected,false
1066,1066,12305.75,personal,0.0208,36,2021-06-22,approved,false
1067,1067,6325.72,personal,0.0582,12,2022-07-01,approved,false
1068,1068,18276.81,mortgage,0.0496,12,2021-04-19,approved,false
1069,1069,35963.66,auto,0.0084,24,2020-05-15,approved,false
1070,1070,17641.92,mortgage,0.0332,36,2021-07-13,approved,false
1071,1071,16154.72,auto,0.0571,60,2020-03-18,rejected,false
1072,1072,24915.22,mortgage,0.0548,12,2022-06-29,rejected,false
1073,1073,2038.81,mortgage,0.0393,12,2020-12-30,closed,false
1074,1074,25062.6,personal,0.0275,24,2021-04-14,rejected,false
1075,1075,49510.93,mortgage,0.0339,60,2020-05-19,approved,false
1076,1076,40168.08,personal,0.014,48,2020-04-15,rejected,false
1077,1077,4454.1,mortgage,0.0054,12,2021-06-05,approved,false
1078,1078,33086.3,mortgage,0.0191,60,2021-01-22,closed,false
1079,1079,23594.5,auto,0.002,48,2022-05-11,rejected,false
1080,1080,41486.18,mortgage,0.0441,12,2022-04-15,rejected,false
1081,1081,5827.78,auto,0.0245,12,2021-06-05,rejected,false
1082,1082,12403.71,auto,0.0469,60,2020-09-27,approved,false
1083,1083,39765.91,mortgage,0.0225,12,2021-06-28,closed,false
1084,1084,42610.77,mortgage,0.0091,48,2022-03-19,approved,false
1085,1085,26936.47,personal,0.0184,12,2022-03-19,rejected,false
1086,1086,1965.15,mortgage,0.0281,36,2020-02-13,closed,false
1087,1087,44792.04,mortgage,0.0288,48,2020-01-15,approved,false
1088,1088,19755.5,mortgage,0.0401,60,2022-09-20,closed,false
1089,1089,2944.35,auto,0.0412,60,2021-05-29,approved,false
1090,1090,41121.8,personal,0.0035,12,2021-05-22,closed,false
1091,1091,21485.39,auto,0.0181,48,2020-04-16,approved,false
1092,1092,10309.52,mortgage,0.0594,60,2021-05-09,closed,false
1093,1093,40277.33,personal,0.0458,36,2020-12-19,rejected,false
1094,1094,23428.07,mortgage,0.0548,24,2022-12-19,rejected,false
1095,1095,30782.67,mortgage,0.0185,36,2020-12-20,rejected,false
1096,1096,41332.95,auto,0.0067,36,2021-08-18,approved,false
1097,1097,26598.68,auto,0.0516,48,2022-06-10,closed,false
1098,1098,6413.42,auto,0.0279,12,2021-08-29,rejected,false
1099,1099,48224.33,auto,0.0519,60,2020-07-20,approved,false
1100,1100,15040.48,auto,0.059,12,2020-01-30,approved,false
1101,1101,49718.22,mortgage,0.0231,48,2022-03-15,approved,false
1102,1102,1295.2,mortgage,0.0537,48,2021-09-29,closed,false
1103,1103,24705.61,personal,0.011,60,2022-04-13,closed,false
1104,1104,35541.81,mortgage,0.0506,36,2022-10-19,closed,false
1105,1105,45408.79,auto,0.0485,48,2022-08-23,closed,false
1106,1106,39236.51,personal,0.0105,60,2020-12-04,closed,false
1107,1107,13525.76,auto,0.051,36,2022-01-14,approved,false
1108,1108,12921.92,auto,0.0178,24,2020-07-11,approved,false
1109,1109,18472.75,auto,0.0516,24,2020-06-10,approved,false
1110,1110,6416.47,mortgage,0.0346,48,2020-09-15,rejected,false
1111,1111,33809.09,mortgage,0.0051,60,2021-04-12,closed,false
1112,1112,47121.66,mortgage,0.0187,24,2022-06-30,approved,false
1113,1113,32463.11,mortgage,0.0057,12,2020-03-28,closed,false
1114,1114,27135.31,auto,0.008,12,2022-08-24,rejected,false
1115,1115,25664.11,personal,0.0095,60,2020-08-28,rejected,false
1116,1116,30038.04,mortgage,0.0079,12,2021-08-13,approved,false
1117,1117,35820.03,personal,0.021,48,2021-12-13,rejected,false
1118,1118,39954.97,auto,0.0574,24,2022-08-01,closed,false
1119,1119,35217.74,auto,0.0262,24,2020-06-05,closed,false
1120,1120,35546.56,personal,0.0029,60,2022-03-04,approved,false
1121,1121,47634.96,auto,0.0356,36,2020-04-03,rejected,false
1122,1122,45067.83,mortgage,0.0322,24,2020-09-27,approved,false
1123,1123,41372.24,auto,0.0316,36,2020-07-21,approved,false
1124,1124,3124.65,mortgage,0.003,36,2021-08-22,closed,false
1125,1125,33774.5,auto,0.0184,60,2021-10-12,approved,false
1126,1126,23294.06,mortgage,0.0303,36,2020-03-17,closed,false
1127,1127,31262.36,personal,0.0243,36,2020-03-27,approved,false
1128,1128,34627.83,auto,0.0162,60,2021-07-31,closed,false
1129,1129,36017.94,auto,0.0507,60,2020-11-17,closed,false
1130,1130,43601.89,mortgage,0.0106,60,2022-05-13,approved,false
1131,1131,45589.57,mortgage,0.0208,60,2022-12-25,approved,false
1132,1132,30734.59,personal,0.0429,60,2020-08-31,approved,false
1133,1133,44814.05,mortgage,0.0566,12,2021-05-30,rejected,false
1134,1134,38466.46,personal,0.0421,48,2020-09-13,approved,false
1135,1135,10933.54,auto,0.0364,24,2022-12-26,closed,false
1136,1136,2730.28,mortgage,0.0427,60,2021-08-31,closed,false
1137,1137,1484.53,mortgage,0.0226,36,2020-01-14,closed,false
1138,1138,29744.54,auto,0.0598,24,2022-10-30,approved,false
1139,1139,26558.07,personal,0.0018,60,2022-04-05,rejected,false
1140,1140,35122.06,personal,0.0419,12,2022-10-21,rejected,false
1141,1141,42298.59,mortgage,0.0229,36,2022-04-12,closed,false
1142,1142,9057.68,auto,0.0452,12,2022-08-28,rejected,false
1143,1143,42965.16,mortgage,0.0427,48,2022-04-20,rejected,false
1144,1144,5806.02,personal,0.0127,48,2021-02-03,approved,false
1145,1145,44278.92,personal,0.0072,60,2021-06-06,closed,false
1146,1146,42673.84,personal,0.0248,48,2021-02-28,closed,false
1147,1147,35150.83,auto,0.0065,60,2020-07-03,rejected,false
1148,1148,15701.43,auto,0.0122,60,2021-04-01,closed,false
1149,1149,5577.26,auto,0.0509,48,2022-05-09,approved,false
1150,1150,39126.27,auto,0.0572,48,2020-10-27,rejected,false
1151,1151,11676.09,mortgage,0.0526,12,2020-05-16,rejected,false
1152,1152,22605.92,personal,0.0114,12,2020-08-16,approved,false
1153,1153,27012.09,personal,0.0056,12,2021-10-07,approved,false
1154,1154,34586.67,mortgage,0.0047,36,2022-08-11,approved,false
1155,1155,24884.47,mortgage,0.0068,36,2020-10-05,approved,false
1156,1156,35032.13,mortgage,0.0253,24,2022-07-28,rejected,false
1157,1157,40887.87,mortgage,0.0407,60,2022-04-07,closed,false
1158,1158,35939.98,mortgage,0.0293,60,2021-01-15,approved,false
1159,1159,15675.63,auto,0.057,36,2020-04-14,closed,false
1160,1160,44820.02,mortgage,0.0068,36,2022-06-02,closed,false
1161,1161,27978.0,auto,0.0468,60,2021-12-23,approved,false
1162,1162,23803.37,mortgage,0.0511,24,2021-01-06,closed,false
1163,1163,29177.3,mortgage,0.0518,48,2022-06-11,closed,false
1164,1164,24677.78,auto,0.0368,24,2022-09-14,closed,false
1165,1165,38000.39,mortgage,0.0596,36,2020-06-20,closed,false
1166,1166,21612.53,mortgage,0.0268,36,2020-12-11,rejected,false
1167,1167,39059.43,mortgage,0.0497,48,2020-08-23,rejected,false
1168,1168,38247.61,mortgage,0.0582,48,2022-05-11,approved,false
1169,1169,14566.65,mortgage,0.0243,24,2021-08-12,closed,false
1170,1170,5701.13,auto,0.0085,60,2022-08-20,rejected,false
1171,1171,42696.94,mortgage,0.0244,60,2021-03-19,approved,false
1172,1172,9277.07,auto,0.0191,12,2021-06-18,closed,false
1173,1173,2527.94,mortgage,0.0086,24,2020-08-03,closed,false
1174,1174,20714.0,auto,0.0123,36,2021-05-04,rejected,false
1175,1175,13453.32,auto,0.0246,12,2021-09-25,approved,false
1176,1176,11797.7,auto,0.02,24,2022-12-27,closed,false
1177,1177,9443.37,auto,0.0034,60,2020-08-10,rejected,false
1178,1178,37710.63,personal,0.0257,48,2020-04-02,rejected,false
1179,1179,39387.71,personal,0.0479,36,2021-07-02,approved,false
1180,1180,3273.09,mortgage,0.0192,12,2020-09-22,rejected,false
1181,1181,27793.78,mortgage,0.0226,48,2020-10-03,approved,false
1182,1182,7622.13,personal,0.0172,36,2021-04-22,approved,false
1183,1183,25478.15,personal,0.0289,60,2022-09-02,approved,false
1184,1184,18048.56,auto,0.0023,60,2020-05-12,approved,false
1185,1185,10888.99,auto,0.0193,60,2022-08-20,closed,false
1186,1186,47454.93,auto,0.0409,24,2021-05-13,closed,false
1187,1187,47880.56,auto,0.0458,36,2022-03-18,rejected,false
1188,1188,28634.56,mortgage,0.0587,24,2020-04-21,rejected,false
1189,1189,10214.45,auto,0.0312,60,2021-06-24,approved,false
1190,1190,29580.03,mortgage,0.0158,36,2020-09-16,closed,false
1191,1191,46496.46,personal,0.0057,36,2021-09-01,rejected,false
1192,1192,19510.28,personal,0.0061,60,2022-08-27,approved,false
1193,1193,7749.1,auto,0.0247,24,2021-10-18,rejected,false
1194,1194,34990.82,auto,0.0287,12,2021-12-05,closed,false
1195,1195,33157.18,mortgage,0.06,60,2021-04-12,approved,false
1196,1196,1068.02,mortgage,0.0322,60,2020-09-04,rejected,false
1197,1197,42826.67,auto,0.0333,12,2020-01-18,closed,false
1198,1198,33376.61,personal,0.0206,12,2022-10-16,closed,false
1199,1199,10589.23,auto,0.0184,36,2022-02-03,closed,false
1200,1200,1158.7,personal,0.0503,12,2020-10-15,closed,false
1201,1201,48642.71,personal,0.049,36,2021-08-24,approved,false
1202,1202,37979.31,auto,0.0561,12,2022-08-29,closed,false
1203,1203,18887.51,auto,0.0423,24,2022-09-05,approved,false
1204,1204,22206.63,personal,0.0039,36,2021-06-20,closed,false
1205,1205,27404.17,mortgage,0.0376,24,2021-02-02,closed,false
1206,1206,36212.77,mortgage,0.0268,12,2022-09-29,closed,false
1207,1207,9473.62,mortgage,0.0271,24,2022-04-01,closed,false
1208,1208,10590.72,personal,0.0067,60,2022-05-03,rejected,false
1209,1209,3365.21,personal,0.0024,12,2020-03-16,closed,false
1210,1210,49303.92,mortgage,0.0561,36,2021-06-15,approved,false
1211,1211,43902.98,auto,0.0359,12,2020-11-14,closed,false
1212,1212,28094.94,auto,0.047,48,2021-04-02,rejected,false
1213,1213,22083.41,auto,0.0529,60,2020-10-08,approved,false
1214,1214,12634.56,personal,0.0322,36,2021-02-19,approved,false
1215,1215,30154.16,personal,0.015,12,2022-05-31,rejected,false
1216,1216,34835.01,auto,0.0057,60,2020-06-12,closed,false
1217,1217,34769.96,personal,0.0156,36,2022-03-08,closed,false
1218,1218,1315.37,auto,0.0578,60,2021-08-31,approved,false
1219,1219,35399.91,mortgage,0.0051,36,2020-04-11,approved,false
1220,1220,43452.27,mortgage,0.0322,60,2020-03-14,approved,false
1221,1221,6630.92,auto,0.0329,36,2022-04-30,approved,false
1222,1222,38013.47,personal,0.0322,36,2020-04-29,rejected,false
1223,1223,41338.69,mortgage,0.0149,48,2022-12-16,approved,false
1224,1224,14532.3,auto,0.0416,36,2022-01-11,approved,false
1225,1225,35893.2,mortgage,0.0569,48,2021-09-23,approved,false
1226,1226,5740.99,personal,0.0274,12,2021-08-01,closed,false
1227,1227,32811.39,mortgage,0.0187,12,2021-03-24,rejected,false
1228,1228,26006.14,mortgage,0.008,60,2021-04-06,closed,false
1229,1229,42642.76,auto,0.0101,24,2021-04-21,closed,false
1230,1230,23146.41,mortgage,0.0399,24,2020-07-08,rejected,false
1231,1231,21976.7,mortgage,0.0591,12,2022-08-01,closed,false
1232,1232,46755.46,personal,0.0126,48,2022-03-22,approved,false
1233,1233,46779.07,personal,0.047,36,2022-07-12,approved,false
1234,1234,2749.87,mortgage,0.0357,60,2021-06-14,approved,false
1235,1235,24792.69,mortgage,0.0366,36,2022-05-18,rejected,false
1236,1236,8886.92,auto,0.0485,36,2020-06-30,approved,false
1237,1237,14411.6,mortgage,0.0402,24,2021-10-08,approved,false
1238,1238,33640.88,auto,0.0439,12,2022-04-20,closed,false
1239,1239,7335.11,personal,0.0428,48,2022-06-29,approved,false
1240,1240,1552.25,personal,0.0312,24,2021-04-06,rejected,false
1241,1241,36629.06,mortgage,0.0599,36,2021-01-27,closed,false
1242,1242,32425.87,auto,0.0321,36,2020-02-15,rejected,false
1243,1243,45230.55,auto,0.0039,12,2020-08-30,rejected,false
1244,1244,27573.2,mortgage,0.0172,48,2022-01-21,closed,false
1245,1245,47321.2,auto,0.0132,12,2021-09-01,rejected,false
1246,1246,30856.35,mortgage,0.0224,60,2022-12-06,approved,false
1247,1247,19970.37,personal,0.0591,60,2022-01-23,rejected,false
1248,1248,30814.72,mortgage,0.0014,24,2022-05-20,closed,false
1249,1249,37709.83,personal,0.0308,12,2021-11-10,closed,false
1250,1250,18029.52,personal,0.0475,36,2020-09-13,approved,false
1251,1251,19253.72,personal,0.0483,60,2021-03-31,approved,false
1252,1252,31866.93,auto,0.0284,24,2021-04-13,rejected,false
1253,1253,23324.01,auto,0.0077,60,2022-12-23,closed,false
1254,1254,26821.69,mortgage,0.0111,60,2022-03-26,closed,false
1255,1255,49122.0,auto,0.0178,60,2020-03-04,approved,false
1256,1256,3144.97,auto,0.049,60,2020-01-11,rejected,false
1257,1257,32747.12,auto,0.0477,12,2020-09-15,approved,false
1258,1258,46221.39,personal,0.0128,36,2021-03-29,approved,false
1259,1259,12574.36,personal,0.0031,12,2020-12-23,approved,false
1260,1260,11389.35,personal,0.035,24,2021-03-23,closed,false
1261,1261,18786.9,personal,0.0026,24,2020-01-25,closed,false
1262,1262,4629.85,personal,0.0522,24,2020-02-25,closed,false
1263,1263,28453.95,auto,0.0167,36,2022-11-30,closed,false
1264,1264,32627.49,mortgage,0.0156,12,2022-06-15,rejected,false
1265,1265,41174.45,auto,0.0569,24,2021-03-27,closed,false
1266,1266,4242.63,mortgage,0.0065,12,2020-11-20,rejected,false
1267,1267,22373.06,personal,0.0452,36,2022-06-04,closed,false
1268,1268,39426.13,mortgage,0.0539,36,2021-10-31,closed,false
1269,1269,38646.79,auto,0.0302,24,2020-10-15,closed,false
1270,1270,4608.39,auto,0.0375,12,2022-03-18,closed,false
1271,1271,1558.38,auto,0.028,48,2021-06-17,rejected,false
1272,1272,39383.06,personal,0.0263,36,2021-10-26,approved,false
1273,1273,7760.9,auto,0.0197,24,2021-01-09,approved,false
1274,1274,29311.69,auto,0.057,36,2020-09-16,approved,false
1275,1275,5618.06,personal,0.0337,12,2022-02-18,closed,false
1276,1276,15480.05,auto,0.0059,48,2021-10-24,approved,false
1277,1277,8743.83,personal,0.0479,48,2022-02-10,rejected,false
1278,1278,37083.32,auto,0.0249,48,2022-09-19,rejected,false
1279,1279,33963.5,personal,0.001,48,2020-12-26,rejected,false
1280,1280,7629.97,personal,0.0171,60,2022-11-24,approved,false
1281,1281,3907.19,auto,0.0161,12,2020-08-29,rejected,false
1282,1282,23850.43,mortgage,0.0094,48,2021-01-25,closed,false
1283,1283,10581.85,auto,0.0466,12,2021-02-02,rejected,false
1284,1284,1398.96,mortgage,0.0328,60,2021-03-25,approved,false
1285,1285,13949.36,auto,0.045,24,2020-03-27,approved,false
1286,1286,11546.94,auto,0.0541,60,2020-02-18,approved,false
1287,1287,34563.0,mortgage,0.0001,36,2021-12-19,approved,false
1288,1288,43182.29,personal,0.0496,12,2022-01-19,rejected,false
1289,1289,12644.31,mortgage,0.0357,24,2022-02-19,rejected,false
1290,1290,11929.34,mortgage,0.0331,48,2021-10-14,closed,false
1291,1291,20000.55,personal,0.0475,24,2020-05-07,rejected,false
1292,1292,9455.32,auto,0.0308,60,2021-06-23,closed,false
1293,1293,47393.94,mortgage,0.0135,48,2020-06-06,approved,false
1294,1294,12932.8,mortgage,0.0229,60,2020-08-15,closed,false
1295,1295,5573.13,mortgage,0.0445,36,2020-09-16,rejected,false
1296,1296,28287.55,auto,0.0447,48,2022-02-11,approved,false
1297,1297,27343.36,mortgage,0.0396,12,2021-01-19,rejected,false
1298,1298,31963.79,auto,0.0386,48,2022-03-09,approved,false
1299,1299,48368.43,mortgage,0.0209,24,2021-06-19,closed,false
1300,1300,16850.87,mortgage,0.0435,24,2021-08-10,rejected,false
1301,1301,18619.0,personal,0.0246,48,2022-02-27,approved,false
1302,1302,17514.98,mortgage,0.0373,24,2021-05-16,rejected,false
1303,1303,31802.85,personal,0.0273,60,2022-02-12,approved,false
1304,1304,30599.38,personal,0.0389,12,2021-10-25,rejected,false
1305,1305,26911.55,auto,0.0547,36,2021-03-26,closed,false
1306,1306,18851.97,mortgage,0.0222,60,2020-04-06,rejected,false
1307,1307,21954.83,mortgage,0.0489,36,2021-09-30,rejected,false
1308,1308,39832.85,personal,0.0011,12,2020-08-11,approved,false
1309,1309,30853.09,personal,0.045,48,2021-11-30,rejected,false
1310,1310,36099.08,auto,0.0143,24,2021-11-18,closed,false
1311,1311,14559.76,auto,0.0389,48,2022-06-13,rejected,false
1312,1312,45663.11,personal,0.0502,48,2022-09-28,approved,false
1313,1313,2722.97,mortgage,0.0052,12,2021-02-17,rejected,false
1314,1314,30189.15,auto,0.0244,60,2021-06-07,closed,false
1315,1315,40805.15,mortgage,0.0465,12,2020-08-06,rejected,false
1316,1316,43447.99,personal,0.0442,48,2022-01-20,approved,false
1317,1317,16658.03,personal,0.0244,36,2020-02-17,rejected,false
1318,1318,23527.79,personal,0.027,12,2021-02-23,closed,false
1319,1319,2709.57,auto,0.002,60,2021-11-28,rejected,false
1320,1320,39698.51,auto,0.0162,12,2021-12-20,approved,false
1321,1321,7104.03,personal,0.0298,24,2020-04-06,closed,false
1322,1322,21975.99,mortgage,0.0246,60,2020-09-24,rejected,false
1323,1323,49549.64,auto,0.0434,24,2021-10-26,closed,false
1324,1324,45969.12,personal,0.0573,36,2022-08-03,approved,false
1325,1325,17171.15,personal,0.0048,48,2020-06-07,closed,false
1326,1326,11970.15,mortgage,0.0375,24,2022-09-01,closed,false
1327,1327,13332.93,auto,0.0266,24,2021-01-01,closed,false
1328,1328,34554.5,auto,0.0466,48,2021-03-14,approved,false
1329,1329,36564.07,personal,0.0002,36,2021-05-03,closed,false
1330,1330,11608.16,personal,0.0303,48,2020-03-04,rejected,false
1331,1331,12759.51,auto,0.0593,24,2021-10-12,closed,false
1332,1332,16846.07,personal,0.0109,12,2021-05-16,rejected,false
1333,1333,22225.72,mortgage,0.0318,24,2020-10-17,closed,false
1334,1334,45956.07,personal,0.0526,48,2021-02-24,rejected,false
1335,1335,2298.88,mortgage,0.0395,60,2020-07-08,approved,false
1336,1336,32271.67,auto,0.0271,60,2022-11-30,approved,false
1337,1337,43223.18,personal,0.0261,48,2022-08-06,closed,false
1338,1338,36444.82,auto,0.0583,60,2022-03-02,rejected,false
1339,1339,11620.36,auto,0.008,48,2021-03-14,closed,false
1340,1340,24360.59,mortgage,0.0452,12,2020-05-13,closed,false
1341,1341,45603.75,personal,0.0168,48,2022-05-31,closed,false
1342,1342,6670.16,auto,0.0409,12,2022-08-14,rejected,false
1343,1343,49388.05,mortgage,0.0565,60,2022-12-21,rejected,false
1344,1344,8037.56,mortgage,0.0342,36,2020-05-08,closed,false
1345,1345,7978.46,mortgage,0.0552,60,2022-01-08,approved,false
1346,1346,40830.11,auto,0.0435,48,2022-12-19,approved,false
1347,1347,41588.98,auto,0.039,60,2020-07-28,approved,false
