transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency,has_date_parsing_error
1002251,2025-02-09,3221,transfer,5742.81,CZK,false
1002252,2025-01-02,2029,transfer,6268.72,BGN,false
1002253,2025-02-27,261,deposit,7981.5,BGN,false
1002254,2025-03-07,560,deposit,5065.93,DKK,false
1002255,2025-01-27,1545,deposit,1070.14,TRY,false
1002256,2025-02-14,29,deposit,7940.21,PLN,false
1002257,2025-03-01,148,transfer,631.78,RON,false
1002258,2025-01-19,4841,deposit,6068.73,PLN,false
1002259,2025-02-14,1785,deposit,1487.82,JPY,false
1002260,2025-01-06,954,withdrawal,6972.93,ISK,false
1002261,2025-02-11,914,deposit,779.24,CZK,false
1002262,2025-02-02,4015,transfer,8679.18,AUD,false
1002263,2025-01-14,2881,withdrawal,1012.68,NOK,false
1002264,2025-01-30,4133,deposit,8426.41,PLN,false
1002265,2025-01-04,2645,transfer,4090.28,RON,false
1002266,2025-01-17,4270,deposit,6911.74,GBP,false
1002267,2025-01-26,3842,transfer,5497.49,DKK,false
1002268,2025-01-07,50,transfer,6178.95,RON,false
1002269,2025-02-13,1741,withdrawal,5561.9,NOK,false
1002270,2025-02-07,1184,deposit,1469.18,NOK,false
1002271,2025-01-31,4169,withdrawal,7833.55,ISK,false
1002272,2025-03-10,1368,deposit,5211.44,AUD,false
1002273,2025-02-18,2833,withdrawal,8396.6,NOK,false
1002274,2025-02-18,1316,transfer,2986.92,PLN,false
1002275,2025-01-16,4815,transfer,2458.89,BGN,false
1002276,2025-02-24,4630,deposit,9503.54,AUD,false
1002277,2025-01-02,1022,deposit,912.41,ISK,false
1002278,2025-02-22,3717,withdrawal,8336.55,RON,false
1002279,2025-01-14,2589,deposit,3491.11,CHF,false
1002280,2025-02-18,3735,deposit,9183.64,AUD,false
1002281,2025-02-01,2023,deposit,4461.88,TRY,false
1002282,2025-01-27,2123,withdrawal,2902.13,NOK,false
1002283,2025-02-25,794,withdrawal,1228.94,AUD,false
1002284,2025-01-29,3811,deposit,2892.25,RON,false
1002285,2025-03-01,2277,transfer,6704.09,BGN,false
1002286,2025-03-04,596,transfer,5223.7,PLN,false
1002287,2025-01-24,4994,deposit,2355.65,TRY,false
1002288,2025-03-06,2235,deposit,4052.7,BGN,false
1002289,2025-01-06,991,deposit,1047.8,BGN,false
1002290,2025-01-10,1575,transfer,2940.25,TRY,false
1002291,2025-02-13,4328,withdrawal,7926.55,HUF,false
1002292,2025-03-08,715,deposit,6487.79,AUD,false
1002293,2025-01-08,2775,deposit,3988.16,JPY,false
1002294,2025-01-24,4816,deposit,6192.28,CHF,false
1002295,2025-01-29,420,transfer,2691.64,GBP,false
1002296,2025-02-07,4374,transfer,9317.07,DKK,false
1002297,2025-01-20,2453,transfer,5501.52,JPY,false
1002298,2025-01-22,2595,deposit,6671.59,NOK,false
1002299,2025-03-03,1055,transfer,2427.01,SEK,false
1002300,2025-03-04,3072,deposit,3093.88,RON,false
1002301,2025-02-14,4282,withdrawal,821.52,CZK,false
1002302,2025-01-04,3543,deposit,8133.82,PLN,false
1002303,2025-01-14,1963,deposit,7570.49,GBP,false
1002304,2025-01-18,599,transfer,8150.28,AUD,false
1002305,2025-01-04,4459,transfer,7995.19,PLN,false
1002306,2025-01-19,1443,deposit,7959.86,HUF,false
1002307,2025-02-05,2335,withdrawal,2918.31,HUF,false
1002308,2025-01-09,528,deposit,8640.1,AUD,false
1002309,2025-03-07,4238,deposit,2612.74,JPY,false
1002310,2025-01-14,394,transfer,4891.05,NOK,false
1002311,2025-02-15,4556,deposit,2565.17,PLN,false
1002312,2025-02-25,3681,transfer,3647.42,GBP,false
1002313,2025-01-16,4083,deposit,723.43,SEK,false
1002314,2025-03-07,2171,withdrawal,1977.1,ISK,false
1002315,2025-01-29,4329,deposit,8862.2,ISK,false
1002316,2025-02-09,3759,transfer,112.13,DKK,false
1002317,2025-02-04,1891,withdrawal,8358.91,PLN,false
1002318,2025-01-01,3650,transfer,2080.07,CZK,false
1002319,2025-02-19,2708,transfer,1924.2,DKK,false
1002320,2025-01-17,3616,transfer,1591.99,ISK,false
1002321,2025-02-09,1018,withdrawal,6178.2,BGN,false
1002322,2025-02-23,3338,withdrawal,6557.87,CZK,false
1002323,2025-02-03,4591,withdrawal,9849.32,CHF,false
1002324,2025-01-01,2059,transfer,2887.32,TRY,false
1002325,2025-02-11,4939,deposit,5438.87,AUD,false
1002326,2025-01-12,778,transfer,7360.7,AUD,false
1002327,2025-02-21,1424,withdrawal,2935.26,AUD,false
1002328,2025-01-21,3082,transfer,3284.15,SEK,false
1002329,2025-01-27,4360,transfer,9958.67,TRY,false
1002330,2025-01-23,3302,deposit,9303.16,BGN,false
1002331,2025-01-06,1846,withdrawal,4770.22,BGN,false
1002332,2025-02-13,4486,deposit,4373.67,HUF,false
1002333,2025-01-22,71,transfer,8090.51,SEK,false
1002334,2025-02-08,2570,transfer,3041.23,JPY,false
1002335,2025-02-23,2408,transfer,9086.28,GBP,false
1002336,2025-03-04,197,withdrawal,4898.0,JPY,false
1002337,2025-02-27,537,deposit,1174.59,JPY,false
1002338,2025-01-09,1309,transfer,6650.97,RON,false
1002339,2025-01-05,4170,withdrawal,4242.86,GBP,false
1002340,2025-01-28,1653,deposit,1402.71,CZK,false
1002341,2025-02-11,946,deposit,714.05,HUF,false
1002342,2025-02-17,2116,withdrawal,6249.85,SEK,false
1002343,2025-02-07,3507,transfer,1644.04,BGN,false
1002344,2025-02-17,1142,deposit,6158.36,ISK,false
1002345,2025-01-07,1676,transfer,3546.02,BGN,false
1002346,2025-01-11,4644,deposit,71.99,ISK,false
1002347,2025-01-09,2239,transfer,5459.73,GBP,false
1002348,2025-01-31,2940,deposit,9328.14,ISK,false
1002349,2025-02-01,4203,withdrawal,5328.54,PLN,false
1002350,2025-01-11,3637,withdrawal,8445.84,CHF,false
1002351,2025-02-15,4506,deposit,7916.18,CHF,false
1002352,2025-01-11,1919,deposit,6822.31,RON,false
1002353,2025-01-16,1761,transfer,3440.41,GBP,false
1002354,2025-03-03,2326,withdrawal,7094.79,DKK,false
1002355,2025-01-09,4016,transfer,4277.59,JPY,false
1002356,2025-02-17,1677,withdrawal,9363.61,NOK,false
1002357,2025-02-25,4690,withdrawal,378.3,TRY,false
1002358,2025-02-06,4102,withdrawal,6756.56,BGN,false
1002359,2025-01-24,3323,deposit,612.49,PLN,false
1002360,2025-01-16,2869,transfer,8167.54,SEK,false
1002361,2025-01-04,4326,deposit,7478.65,GBP,false
1002362,2025-01-11,904,deposit,4035.76,TRY,false
1002363,2025-01-18,4220,withdrawal,8129.57,BGN,false
1002364,2025-02-01,2458,deposit,6778.33,CZK,false
1002365,2025-01-05,1111,withdrawal,2380.37,SEK,false
1002366,2025-02-02,638,transfer,850.29,AUD,false
1002367,2025-03-07,1579,transfer,7488.05,CHF,false
1002368,2025-01-07,1475,deposit,7057.7,DKK,false
1002369,2025-02-21,2595,transfer,1213.37,BGN,false
1002370,2025-03-03,401,withdrawal,1990.97,CZK,false
1002371,2025-02-19,3753,deposit,8368.42,GBP,false
1002372,2025-02-10,4172,transfer,1685.17,JPY,false
1002373,2025-02-02,2880,withdrawal,2780.96,PLN,false
1002374,2025-02-24,1465,withdrawal,3000.54,DKK,false
1002375,2025-02-20,2398,withdrawal,8019.26,GBP,false
1002376,2025-01-19,2771,transfer,2164.19,NOK,false
1002377,2025-01-12,1938,transfer,7452.85,DKK,false
1002378,2025-01-01,1904,withdrawal,3939.23,NOK,false
1002379,2025-01-01,2393,transfer,8869.63,JPY,false
1002380,2025-01-17,2937,transfer,9771.53,PLN,false
1002381,2025-02-08,507,transfer,2012.12,CHF,false
1002382,2025-02-02,3582,deposit,657.12,RON,false
1002383,2025-02-24,3014,transfer,1419.77,SEK,false
1002384,2025-01-05,382,transfer,6658.59,NOK,false
1002385,2025-02-20,2879,withdrawal,9073.56,TRY,false
1002386,2025-03-05,2603,withdrawal,6431.37,TRY,false
1002387,2025-01-17,3404,withdrawal,3864.1,CHF,false
1002388,2025-02-24,4613,deposit,3495.62,GBP,false
1002389,2025-02-26,4414,transfer,4234.38,HUF,false
1002390,2025-01-15,1727,deposit,9027.62,HUF,false
1002391,2025-01-21,4742,deposit,2564.17,DKK,false
1002392,2025-02-03,892,withdrawal,4077.48,GBP,false
1002393,2025-03-01,122,deposit,2162.36,ISK,false
1002394,2025-01-01,3204,transfer,2866.71,GBP,false
1002395,2025-02-21,671,deposit,714.36,TRY,false
1002396,2025-03-03,2835,withdrawal,8056.83,GBP,false
1002397,2025-01-17,3379,deposit,8005.63,RON,false
1002398,2025-01-23,656,withdrawal,2819.6,AUD,false
1002399,2025-01-06,2250,transfer,657.88,ISK,false
1002400,2025-03-01,2874,deposit,1175.53,AUD,false
1002401,2025-02-11,3960,transfer,7639.9,DKK,false
1002402,2025-01-22,1263,transfer,6555.39,TRY,false
1002403,2025-02-27,2324,withdrawal,3273.49,NOK,false
1002404,2025-02-21,3126,deposit,652.98,DKK,false
1002405,2025-01-25,186,withdrawal,2807.26,PLN,false
1002406,2025-03-01,4183,withdrawal,7978.97,CZK,false
1002407,2025-01-31,250,withdrawal,9394.68,JPY,false
1002408,2025-01-02,3039,transfer,3410.49,CZK,false
1002409,2025-03-03,585,deposit,2697.33,HUF,false
1002410,2025-02-16,3950,withdrawal,4558.96,AUD,false
1002411,2025-01-31,4197,deposit,1733.76,SEK,false
1002412,2025-02-07,780,withdrawal,6759.63,ISK,false
1002413,2025-01-17,1284,withdrawal,4425.11,AUD,false
1002414,2025-03-04,3569,withdrawal,2559.3,NOK,false
1002415,2025-01-11,1957,transfer,8762.97,RON,false
1002416,2025-02-08,1042,transfer,144.32,BGN,false
1002417,2025-03-08,3299,withdrawal,365.45,BGN,false
1002418,2025-01-02,420,transfer,8957.06,JPY,false
1002419,2025-02-07,2621,withdrawal,1507.82,HUF,false
1002420,2025-03-07,4321,transfer,9673.75,TRY,false
1002421,2025-01-06,4209,deposit,7621.59,PLN,false
1002422,2025-02-02,309,withdrawal,398.28,HUF,false
1002423,2025-02-20,4256,deposit,2659.45,CHF,false
1002424,2025-01-30,948,transfer,4762.37,JPY,false
1002425,2025-01-11,1336,transfer,5092.11,ISK,false
1002426,2025-02-15,1341,transfer,8594.56,BGN,false
1002427,2025-02-25,804,transfer,4655.1,DKK,false
1002428,2025-02-14,2062,deposit,3194.76,BGN,false
1002429,2025-01-08,1249,withdrawal,3125.22,JPY,false
1002430,2025-02-11,4772,transfer,6613.29,AUD,false
1002431,2025-01-24,1942,deposit,8123.57,NOK,false
1002432,2025-02-10,1575,transfer,3111.47,CHF,false
1002433,2025-02-26,2497,withdrawal,6186.73,HUF,false
1002434,2025-02-16,546,withdrawal,8264.55,SEK,false
1002435,2025-02-17,2771,withdrawal,2869.64,AUD,false
1002436,2025-01-24,3844,deposit,6512.58,JPY,false
1002437,2025-01-12,4833,deposit,9167.38,JPY,false
1002438,2025-01-30,3979,transfer,409.33,JPY,false
1002439,2025-03-09,4315,deposit,5636.64,PLN,false
1002440,2025-02-20,2273,transfer,5990.18,PLN,false
1002441,2025-01-27,798,transfer,4025.33,TRY,false
1002442,2025-02-18,3456,deposit,7852.22,BGN,false
1002443,2025-02-20,1592,deposit,653.14,DKK,false
1002444,2025-01-01,3287,deposit,1833.95,DKK,false
1002445,2025-01-30,4216,withdrawal,7304.4,ISK,false
1002446,2025-01-25,1262,withdrawal,7999.41,JPY,false
1002447,2025-01-28,373,deposit,1622.49,CZK,false
1002448,2025-02-14,1562,withdrawal,6243.36,ISK,false
1002449,2025-01-10,396,transfer,5953.82,HUF,false
1002450,2025-02-24,4400,deposit,1929.64,BGN,false
1002451,2025-01-07,3588,transfer,9866.57,SEK,false
1002452,2025-01-22,1751,withdrawal,8226.36,ISK,false
1002453,2025-02-10,4497,withdrawal,6775.65,CZK,false
1002454,2025-01-25,792,deposit,6771.03,RON,false
1002455,2025-03-01,440,withdrawal,7346.0,CZK,false
1002456,2025-01-07,2972,withdrawal,2201.49,PLN,false
1002457,2025-02-14,4452,transfer,493.73,JPY,false
1002458,2025-02-26,4771,transfer,3320.28,HUF,false
1002459,2025-03-10,633,transfer,5506.42,NOK,false
1002460,2025-02-03,2730,withdrawal,2332.06,HUF,false
1002461,2025-02-25,2447,withdrawal,7393.07,SEK,false
1002462,2025-01-11,1717,deposit,7848.04,BGN,false
1002463,2025-01-22,3427,transfer,2072.99,GBP,false
1002464,2025-01-30,249,withdrawal,7836.95,AUD,false
1002465,2025-01-03,4208,deposit,5459.77,ISK,false
1002466,2025-02-12,4595,withdrawal,9021.52,SEK,false
1002467,2025-01-09,3433,withdrawal,7984.35,CHF,false
1002468,2025-02-10,2126,withdrawal,6384.08,RON,false
1002469,2025-02-07,1291,transfer,6810.24,BGN,false
1002470,2025-01-28,802,transfer,3421.25,PLN,false
1002471,2025-01-12,2828,withdrawal,3673.67,HUF,false
1002472,2025-02-14,3819,transfer,7897.92,BGN,false
1002473,2025-03-03,3650,withdrawal,9663.73,BGN,false
1002474,2025-01-24,666,transfer,5080.55,HUF,false
1002475,2025-02-07,4643,transfer,2132.82,NOK,false
1002476,2025-01-04,1840,withdrawal,4670.66,ISK,false
1002477,2025-02-02,3599,transfer,1854.53,CHF,false
1002478,2025-01-31,417,deposit,2263.11,TRY,false
1002479,2025-02-21,2057,transfer,4008.8,TRY,false
1002480,2025-01-17,957,transfer,6261.44,HUF,false
1002481,2025-01-10,4851,withdrawal,2435.42,CZK,false
1002482,2025-02-28,3198,transfer,7173.7,SEK,false
1002483,2025-02-22,3683,withdrawal,6951.5,NOK,false
1002484,2025-01-16,4494,transfer,9025.42,CZK,false
1002485,2025-02-02,4970,deposit,2452.43,AUD,false
1002486,2025-02-20,326,withdrawal,7741.44,CZK,false
1002487,2025-02-02,2820,withdrawal,6785.73,DKK,false
1002488,2025-03-09,3750,withdrawal,1776.08,JPY,false
1002489,2025-02-20,3131,deposit,539.26,GBP,false
1002490,2025-01-25,4557,deposit,2399.25,GBP,false
1002491,2025-02-10,1686,withdrawal,9004.93,DKK,false
1002492,2025-01-22,1296,withdrawal,3893.08,GBP,false
1002493,2025-03-06,1094,deposit,2029.79,TRY,false
1002494,2025-02-24,3890,transfer,3681.28,NOK,false
1002495,2025-01-28,4070,withdrawal,5838.11,NOK,false
1002496,2025-03-06,3913,withdrawal,9631.25,HUF,false
1002497,2025-02-16,3847,transfer,8389.84,BGN,false
1002498,2025-01-25,1142,transfer,7892.66,HUF,false
1002499,2025-02-01,1379,withdrawal,2074.51,ISK,false
1002500,2025-02-05,2135,deposit,1696.51,CZK,false
1002501,2025-02-13,4888,deposit,2425.2,DKK,false
1002502,2025-01-24,3798,transfer,3722.48,TRY,false
1002503,2025-02-20,1328,withdrawal,4090.63,RON,false
1002504,2025-02-18,2921,withdrawal,2393.61,CHF,false
1002505,2025-01-09,3524,transfer,2270.69,JPY,false
1002506,2025-02-15,4658,withdrawal,6979.92,CHF,false
1002507,2025-01-07,4803,deposit,576.53,BGN,false
1002508,2025-02-28,4693,deposit,937.22,ISK,false
1002509,2025-02-07,167,withdrawal,9865.52,JPY,false
1002510,2025-02-13,2943,deposit,7020.84,CHF,false
1002511,2025-02-16,4452,withdrawal,5271.01,CZK,false
1002512,2025-02-12,2155,deposit,714.12,RON,false
1002513,2025-02-18,2892,transfer,7326.72,SEK,false
1002514,2025-02-23,182,transfer,3927.16,NOK,false
1002515,2025-02-27,3028,deposit,8160.35,RON,false
1002516,2025-01-19,372,deposit,4768.21,CZK,false
1002517,2025-02-27,3174,withdrawal,266.62,HUF,false
1002518,2025-02-28,517,deposit,2245.74,SEK,false
1002519,2025-02-03,1907,deposit,4131.83,HUF,false
1002520,2025-02-06,4270,transfer,2869.53,DKK,false
1002521,2025-02-19,3731,deposit,3985.98,CHF,false
1002522,2025-01-19,4954,withdrawal,5425.14,CZK,false
1002523,2025-01-20,369,withdrawal,5829.81,HUF,false
1002524,2025-02-26,3783,deposit,7484.28,RON,false
1002525,2025-01-08,1251,transfer,1073.14,CZK,false
1002526,2025-01-29,3017,withdrawal,680.94,CZK,false
1002527,2025-01-07,2113,deposit,4185.62,TRY,false
1002528,2025-03-02,2116,withdrawal,8511.85,BGN,false
1002529,2025-01-28,2767,withdrawal,1926.92,GBP,false
1002530,2025-02-11,4903,withdrawal,5756.61,ISK,false
1002531,2025-01-19,4492,transfer,2432.06,JPY,false
1002532,2025-03-07,69,deposit,4337.69,RON,false
1002533,2025-03-04,2314,withdrawal,4319.5,SEK,false
1002534,2025-02-03,273,deposit,238.71,SEK,false
1002535,2025-02-25,2266,transfer,1766.25,DKK,false
1002536,2025-01-06,4317,transfer,4888.27,JPY,false
1002537,2025-02-23,1355,deposit,1174.93,BGN,false
1002538,2025-01-21,3113,withdrawal,7155.45,JPY,false
1002539,2025-02-09,3565,deposit,2443.51,CHF,false
1002540,2025-01-29,2952,withdrawal,6520.35,PLN,false
1002541,2025-02-02,2714,deposit,1457.73,CZK,false
1002542,2025-01-02,4330,withdrawal,631.91,DKK,false
1002543,2025-02-01,833,deposit,86.2,HUF,false
1002544,2025-02-09,2092,transfer,9413.11,ISK,false
1002545,2025-01-16,488,withdrawal,1963.71,SEK,false
1002546,2025-02-09,4498,transfer,8026.98,CHF,false
1002547,2025-02-16,3588,deposit,8562.86,TRY,false
1002548,2025-01-08,4615,withdrawal,8904.29,PLN,false
1002549,2025-02-25,3867,withdrawal,5734.61,HUF,false
1002550,2025-01-16,3081,withdrawal,1189.36,CZK,false
1002551,2025-01-10,3284,transfer,9932.41,RON,false
1002552,2025-01-20,4556,transfer,4500.28,SEK,false
1002553,2025-01-16,1507,withdrawal,741.61,PLN,false
1002554,2025-01-27,2744,transfer,3987.28,CZK,false
1002555,2025-02-26,2939,withdrawal,4772.88,TRY,false
1002556,2025-03-03,2075,withdrawal,7990.08,SEK,false
1002557,2025-03-02,454,withdrawal,3509.89,PLN,false
1002558,2025-01-18,4946,transfer,1204.47,RON,false
1002559,2025-02-12,478,transfer,9860.3,NOK,false
1002560,2025-01-28,1445,transfer,3002.8,DKK,false
1002561,2025-01-22,3958,deposit,6570.35,BGN,false
1002562,2025-03-04,3852,deposit,8857.88,HUF,false
1002563,2025-02-17,1916,deposit,2134.4,BGN,false
1002564,2025-02-28,4262,deposit,586.59,NOK,false
1002565,2025-01-24,3604,deposit,2490.29,CZK,false
1002566,2025-02-13,1125,withdrawal,7932.23,CHF,false
1002567,2025-01-20,3785,deposit,1415.47,ISK,false
1002568,2025-02-26,638,withdrawal,3071.37,CHF,false
1002569,2025-02-17,3432,deposit,8682.52,CHF,false
1002570,2025-01-12,1564,deposit,9640.44,SEK,false
1002571,2025-02-09,4630,transfer,2548.62,AUD,false
1002572,2025-02-26,3705,transfer,5405.31,BGN,false
1002573,2025-01-12,524,transfer,4558.76,GBP,false
1002574,2025-02-09,3281,withdrawal,6545.36,BGN,false
1002575,2025-01-24,2100,withdrawal,3756.5,GBP,false
1002576,2025-03-02,2562,deposit,4840.36,JPY,false
1002577,2025-03-04,544,transfer,6454.2,BGN,false
1002578,2025-01-24,4364,withdrawal,2492.72,ISK,false
1002579,2025-02-28,4401,deposit,7110.66,HUF,false
1002580,2025-03-10,610,transfer,2947.65,HUF,false
1002581,2025-01-04,404,transfer,6861.2,TRY,false
1002582,2025-02-19,1451,deposit,4998.87,SEK,false
1002583,2025-02-08,2294,withdrawal,8582.33,BGN,false
1002584,2025-02-20,328,withdrawal,4411.24,GBP,false
1002585,2025-03-08,4248,transfer,8577.0,BGN,false
1002586,2025-01-17,273,withdrawal,5051.0,CHF,false
1002587,2025-02-09,1743,withdrawal,5466.46,DKK,false
1002588,2025-01-27,2480,withdrawal,4364.93,HUF,false
1002589,2025-02-24,4692,withdrawal,5871.91,AUD,false
1002590,2025-02-13,2542,deposit,6430.36,JPY,false
1002591,2025-01-17,1789,withdrawal,6218.49,ISK,false
1002592,2025-02-08,675,transfer,7802.34,SEK,false
1002593,2025-02-03,2921,deposit,6009.86,CZK,false
1002594,2025-03-06,3344,transfer,3533.72,JPY,false
1002595,2025-03-08,2636,withdrawal,3472.19,DKK,false
1002596,2025-01-31,1246,transfer,3064.77,CZK,false
1002597,2025-02-26,2099,deposit,8439.64,NOK,false
1002598,2025-01-20,566,deposit,9127.81,TRY,false
1002599,2025-02-28,724,transfer,5374.0,CZK,false
1002600,2025-02-20,3424,withdrawal,2506.68,ISK,false
1002601,2025-01-25,2914,transfer,6728.55,JPY,false
1002602,2025-02-17,4802,deposit,289.44,SEK,false
1002603,2025-03-03,2891,withdrawal,8595.17,TRY,false
1002604,2025-02-14,115,transfer,7565.88,PLN,false
1002605,2025-02-18,3730,transfer,2515.81,BGN,false
1002606,2025-02-09,2616,deposit,1647.93,CZK,false
1002607,2025-01-22,4349,deposit,1974.26,DKK,false
1002608,2025-01-29,4078,deposit,8615.31,CHF,false
1002609,2025-01-20,2450,withdrawal,9530.54,JPY,false
1002610,2025-01-03,4748,transfer,697.86,CZK,false
1002611,2025-02-03,1082,withdrawal,1968.77,CZK,false
1002612,2025-01-24,2512,transfer,8060.74,AUD,false
1002613,2025-01-30,1518,transfer,3015.96,AUD,false
1002614,2025-01-15,2658,deposit,3028.23,RON,false
1002615,2025-02-10,2594,transfer,3851.45,CZK,false
1002616,2025-02-10,4770,withdrawal,6712.33,TRY,false
1002617,2025-02-27,3058,deposit,4209.7,GBP,false
1002618,2025-01-18,3923,deposit,5346.35,PLN,false
1002619,2025-02-03,4971,deposit,1061.14,CZK,false
1002620,2025-01-21,2990,deposit,2207.55,CZK,false
1002621,2025-01-08,88,deposit,323.54,TRY,false
1002622,2025-03-04,3517,deposit,1837.47,RON,false
1002623,2025-02-06,841,deposit,279.61,GBP,false
1002624,2025-02-13,1891,deposit,7998.51,AUD,false
1002625,2025-01-02,1852,deposit,3940.86,RON,false
1002626,2025-01-20,4093,withdrawal,3988.92,NOK,false
1002627,2025-03-08,3718,withdrawal,6511.37,GBP,false
1002628,2025-02-15,1524,transfer,9564.16,BGN,false
1002629,2025-01-23,4893,transfer,8109.1,HUF,false
1002630,2025-02-23,3662,deposit,6871.31,CHF,false
1002631,2025-02-21,4562,transfer,4884.2,CHF,false
1002632,2025-02-13,3865,deposit,8375.0,JPY,false
1002633,2025-02-09,2767,deposit,3648.64,RON,false
1002634,2025-02-06,4799,deposit,216.9,CHF,false
1002635,2025-01-01,989,deposit,4062.32,AUD,false
1002636,2025-01-09,1849,deposit,1317.44,PLN,false
1002637,2025-02-20,535,withdrawal,7970.57,ISK,false
1002638,2025-01-17,202,deposit,9384.9,ISK,false
1002639,2025-02-03,2159,transfer,2968.48,NOK,false
1002640,2025-02-16,2274,withdrawal,6840.61,CHF,false
1002641,2025-02-03,1303,transfer,5508.7,JPY,false
1002642,2025-02-19,3335,withdrawal,5539.11,DKK,false
1002643,2025-01-07,3373,transfer,5041.76,TRY,false
1002644,2025-03-09,1225,deposit,3692.5,RON,false
1002645,2025-02-04,1407,deposit,502.58,SEK,false
1002646,2025-01-19,2373,withdrawal,5075.71,PLN,false
1002647,2025-01-03,1942,deposit,6629.16,CZK,false
1002648,2025-01-11,3931,withdrawal,3498.92,SEK,false
1002649,2025-01-08,794,transfer,9290.09,TRY,false
1002650,2025-01-04,735,deposit,9095.01,CZK,false
1002651,2025-03-04,2656,transfer,8814.52,GBP,false
1002652,2025-02-12,3430,withdrawal,6873.09,ISK,false
1002653,2025-01-10,3010,deposit,7761.35,BGN,false
1002654,2025-03-09,791,transfer,2039.64,JPY,false
1002655,2025-01-18,3466,withdrawal,9712.54,PLN,false
1002656,2025-02-06,2137,transfer,2752.15,AUD,false
1002657,2025-02-26,3305,deposit,2028.03,GBP,false
1002658,2025-01-17,2882,withdrawal,6505.62,SEK,false
1002659,2025-01-26,3,withdrawal,6211.35,HUF,false
1002660,2025-01-06,2766,withdrawal,668.38,GBP,false
1002661,2025-01-30,3451,transfer,6969.74,NOK,false
1002662,2025-02-13,262,transfer,1902.45,PLN,false
1002663,2025-01-14,3925,transfer,73.79,ISK,false
1002664,2025-02-05,2376,withdrawal,261.24,CZK,false
1002665,2025-01-30,3833,transfer,337.54,SEK,false
1002666,2025-02-16,2252,withdrawal,7493.84,JPY,false
1002667,2025-01-06,1104,deposit,4411.65,ISK,false
1002668,2025-02-02,1914,transfer,8137.0,PLN,false
1002669,2025-02-15,383,transfer,5868.82,ISK,false
1002670,2025-01-26,3834,withdrawal,8614.66,RON,false
1002671,2025-02-28,1878,transfer,6474.49,DKK,false
1002672,2025-02-13,3676,withdrawal,2197.16,JPY,false
1002673,2025-02-19,1327,transfer,1523.18,RON,false
1002674,2025-02-04,3998,withdrawal,2391.03,ISK,false
1002675,2025-02-10,355,withdrawal,841.91,SEK,false
1002676,2025-01-20,4917,withdrawal,7120.48,DKK,false
1002677,2025-01-20,2135,withdrawal,1627.62,JPY,false
1002678,2025-02-18,2837,deposit,4597.28,ISK,false
1002679,2025-03-10,4508,transfer,291.51,CZK,false
1002680,2025-03-08,1992,withdrawal,7729.93,TRY,false
1002681,2025-02-21,2550,deposit,2350.33,PLN,false
1002682,2025-01-04,2778,deposit,1260.96,CZK,false
1002683,2025-01-18,4890,deposit,8582.06,BGN,false
1002684,2025-01-14,325,withdrawal,767.89,JPY,false
1002685,2025-01-14,167,transfer,1238.12,CHF,false
1002686,2025-02-28,2269,transfer,7024.99,PLN,false
1002687,2025-01-10,4657,withdrawal,1346.89,GBP,false
1002688,2025-02-07,1888,deposit,2407.32,PLN,false
1002689,2025-01-07,2188,withdrawal,8964.36,JPY,false
1002690,2025-02-02,4622,withdrawal,2908.43,DKK,false
1002691,2025-01-18,153,withdrawal,9987.14,HUF,false
1002692,2025-02-24,2682,withdrawal,4405.43,TRY,false
1002693,2025-01-21,4524,withdrawal,2607.36,SEK,false
1002694,2025-02-11,4605,withdrawal,4415.78,PLN,false
1002695,2025-03-07,2942,deposit,7277.33,ISK,false
1002696,2025-01-18,4479,transfer,4279.87,RON,false
1002697,2025-01-19,4437,transfer,9622.73,PLN,false
1002698,2025-01-10,4550,deposit,1567.55,JPY,false
1002699,2025-02-23,4476,deposit,6249.52,DKK,false
1002700,2025-03-07,4368,transfer,4634.37,BGN,false
1002701,2025-02-22,4047,deposit,8471.33,ISK,false
1002702,2025-02-11,4512,deposit,4688.47,BGN,false
1002703,2025-02-20,38,transfer,179.21,NOK,false
1002704,2025-02-25,1707,deposit,5641.19,AUD,false
1002705,2025-03-05,940,withdrawal,8570.12,RON,false
1002706,2025-01-18,653,transfer,1156.41,TRY,false
1002707,2025-01-18,3033,deposit,3288.11,JPY,false
1002708,2025-02-20,1573,deposit,3470.87,DKK,false
1002709,2025-02-20,4117,transfer,3008.06,NOK,false
1002710,2025-01-30,4955,deposit,9653.17,DKK,false
1002711,2025-01-16,4869,deposit,7036.09,AUD,false
1002712,2025-01-11,2515,transfer,2127.77,CHF,false
1002713,2025-01-12,2431,withdrawal,9776.22,CHF,false
1002714,2025-01-15,2511,deposit,7007.31,CHF,false
1002715,2025-01-22,4857,withdrawal,2484.66,TRY,false
1002716,2025-02-14,3578,deposit,544.35,DKK,false
1002717,2025-03-03,4910,deposit,4519.64,PLN,false
1002718,2025-01-12,988,withdrawal,6530.11,CZK,false
1002719,2025-01-21,3943,withdrawal,7048.9,CZK,false
1002720,2025-01-21,3457,deposit,8251.81,BGN,false
1002721,2025-02-14,3231,transfer,2012.42,GBP,false
1002722,2025-02-10,2308,withdrawal,8422.03,BGN,false
1002723,2025-03-01,633,transfer,8784.71,CHF,false
1002724,2025-02-11,1952,withdrawal,7204.43,AUD,false
1002725,2025-01-10,3394,withdrawal,9602.74,NOK,false
