account_id,customer_id,account_type,account_opening_date,has_date_parsing_error
902,902,current,2014-01-17,false
903,903,current,2011-04-17,false
904,904,savings,2005-08-20,false
905,905,savings,2010-08-22,false
906,906,savings,1999-09-17,false
907,907,current,2023-12-06,false
908,908,savings,2004-10-22,false
909,909,savings,1995-06-13,false
910,910,savings,2017-02-03,false
911,911,current,2010-10-19,false
912,912,current,2010-12-26,false
913,913,current,2014-07-22,false
914,914,savings,2013-04-06,false
915,915,current,2019-01-16,false
916,916,savings,2019-08-28,false
917,917,savings,2010-09-25,false
918,918,current,2008-02-10,false
919,919,savings,1997-08-19,false
920,920,current,2005-03-27,false
921,921,savings,1997-07-02,false
922,922,savings,2023-11-18,false
923,923,current,1996-04-03,false
924,924,savings,2010-03-27,false
925,925,current,1999-02-24,false
926,926,current,2003-09-11,false
927,927,savings,1998-12-07,false
928,928,savings,1999-06-03,false
929,929,savings,2010-05-19,false
930,930,savings,2024-09-04,false
931,931,savings,2010-10-03,false
932,932,savings,2023-11-24,false
933,933,savings,2021-01-28,false
934,934,savings,1995-11-08,false
935,935,savings,1997-04-22,false
936,936,savings,2012-04-24,false
937,937,savings,1995-06-24,false
938,938,current,2015-11-22,false
939,939,savings,2003-10-28,false
940,940,savings,2013-08-24,false
941,941,savings,2006-08-06,false
942,942,current,1997-11-18,false
943,943,savings,2012-07-13,false
944,944,current,2024-01-24,false
945,945,current,2007-04-13,false
946,946,savings,2002-06-07,false
947,947,savings,2002-09-21,false
948,948,savings,2023-04-10,false
949,949,current,2002-07-03,false
950,950,current,1995-10-17,false
951,951,current,2021-06-25,false
952,952,savings,2013-01-16,false
953,953,savings,2004-12-26,false
954,954,current,2017-04-21,false
955,955,current,2001-08-09,false
956,956,current,2007-09-15,false
957,957,current,2016-06-02,false
958,958,savings,2020-04-03,false
959,959,savings,2003-03-17,false
960,960,current,2022-10-21,false
961,961,savings,2015-05-04,false
962,962,current,2021-05-06,false
963,963,current,1998-02-14,false
964,964,savings,2016-12-17,false
965,965,savings,2005-01-18,false
966,966,savings,2010-09-11,false
967,967,current,1996-01-22,false
968,968,current,2020-10-22,false
969,969,savings,1997-10-02,false
970,970,savings,2020-05-08,false
971,971,savings,2010-03-18,false
972,972,current,2016-03-26,false
973,973,current,2008-06-01,false
974,974,savings,1997-03-13,false
975,975,savings,2019-07-15,false
976,976,current,2014-07-03,false
977,977,savings,2009-03-12,false
978,978,current,2012-07-21,false
979,979,savings,2006-05-20,false
980,980,current,2017-07-21,false
981,981,current,2001-01-04,false
982,982,savings,1995-07-15,false
983,983,savings,2000-07-18,false
984,984,current,2007-03-13,false
985,985,savings,2011-02-16,false
986,986,savings,2023-12-16,false
987,987,savings,2011-09-09,false
988,988,current,2013-03-09,false
989,989,current,2016-06-03,false
990,990,current,2018-04-05,false
991,991,savings,2011-01-08,false
992,992,current,2014-10-15,false
993,993,savings,2001-03-24,false
994,994,savings,2001-08-11,false
995,995,current,1996-06-02,false
996,996,current,2007-04-15,false
997,997,current,2002-11-01,false
998,998,savings,2018-04-19,false
999,999,savings,2009-07-23,false
1000,1000,current,2013-01-06,false
1001,1001,savings,2002-06-27,false
1002,1002,current,2000-07-14,false
1003,1003,current,2002-03-21,false
1004,1004,current,2022-12-28,false
1005,1005,savings,2024-04-03,false
1006,1006,current,2019-11-10,false
1007,1007,current,1998-10-05,false
1008,1008,current,2005-04-13,false
1009,1009,current,2005-08-19,false
1010,1010,savings,2007-04-11,false
1011,1011,savings,2006-09-13,false
1012,1012,savings,2007-02-03,false
1013,1013,savings,2001-02-15,false
1014,1014,savings,2012-01-05,false
1015,1015,savings,1998-08-10,false
1016,1016,savings,2009-12-11,false
1017,1017,current,2002-04-03,false
1018,1018,current,2013-04-15,false
1019,1019,savings,2022-05-27,false
1020,1020,current,2024-10-10,false
1021,1021,savings,2014-04-03,false
1022,1022,savings,2015-04-05,false
1023,1023,current,2023-12-10,false
1024,1024,current,2003-08-13,false
1025,1025,current,2007-10-21,false
1026,1026,current,2010-10-10,false
1027,1027,savings,2012-05-01,false
1028,1028,current,1999-09-07,false
1029,1029,savings,2006-07-27,false
1030,1030,savings,2022-10-15,false
1031,1031,current,2000-02-16,false
1032,1032,current,2000-02-19,false
1033,1033,current,2017-01-25,false
1034,1034,savings,2011-04-16,false
1035,1035,savings,1999-10-16,false
1036,1036,current,2009-08-15,false
1037,1037,current,2016-02-01,false
1038,1038,savings,1995-08-14,false
1039,1039,current,2011-05-24,false
1040,1040,current,1997-09-09,false
1041,1041,current,1995-08-22,false
1042,1042,current,2007-12-15,false
1043,1043,current,1995-09-11,false
1044,1044,current,2000-03-04,false
1045,1045,current,2009-09-26,false
1046,1046,savings,2005-07-23,false
1047,1047,current,2001-07-24,false
1048,1048,current,2022-08-23,false
1049,1049,savings,2011-11-23,false
1050,1050,savings,2023-03-26,false
1051,1051,current,2003-06-16,false
1052,1052,savings,2013-11-11,false
1053,1053,current,2005-03-17,false
1054,1054,savings,2022-09-13,false
1055,1055,savings,2009-05-24,false
1056,1056,savings,1997-04-09,false
1057,1057,current,2000-06-09,false
1058,1058,savings,2014-10-13,false
1059,1059,current,2000-06-06,false
1060,1060,current,2001-09-17,false
1061,1061,savings,2020-12-21,false
1062,1062,savings,2007-10-21,false
1063,1063,current,2010-05-19,false
1064,1064,current,1997-11-28,false
1065,1065,current,2000-06-15,false
1066,1066,savings,2019-12-12,false
1067,1067,current,2020-08-02,false
1068,1068,savings,2019-01-01,false
1069,1069,current,1995-02-26,false
1070,1070,savings,2006-11-20,false
1071,1071,current,2016-05-18,false
1072,1072,current,2003-08-28,false
1073,1073,savings,2012-09-22,false
1074,1074,savings,2022-10-24,false
1075,1075,savings,1998-06-14,false
1076,1076,savings,2008-07-28,false
1077,1077,savings,2005-12-03,false
1078,1078,current,1995-04-15,false
1079,1079,savings,2008-10-07,false
1080,1080,savings,2012-06-19,false
1081,1081,savings,2006-04-12,false
1082,1082,savings,1996-06-21,false
1083,1083,savings,2019-08-12,false
1084,1084,current,2021-08-13,false
1085,1085,savings,2010-11-02,false
1086,1086,current,1997-12-10,false
1087,1087,savings,2005-10-13,false
1088,1088,savings,2021-07-01,false
1089,1089,current,2004-10-23,false
1090,1090,savings,2010-02-21,false
1091,1091,savings,2009-07-08,false
1092,1092,current,2014-09-26,false
1093,1093,current,1996-12-16,false
1094,1094,savings,1995-06-28,false
1095,1095,current,2010-06-02,false
1096,1096,savings,2005-12-04,false
1097,1097,savings,2005-06-19,false
1098,1098,savings,2021-04-17,false
1099,1099,current,1996-04-19,false
1100,1100,current,2024-11-03,false
1101,1101,savings,1999-04-17,false
1102,1102,savings,2006-09-13,false
1103,1103,current,2014-06-10,false
1104,1104,savings,2000-01-03,false
1105,1105,current,2003-02-26,false
1106,1106,current,2021-03-08,false
1107,1107,current,2015-06-07,false
1108,1108,current,1995-04-27,false
1109,1109,current,2007-04-24,false
1110,1110,savings,2003-03-18,false
1111,1111,current,1998-03-28,false
1112,1112,current,2003-09-24,false
1113,1113,current,1999-01-25,false
1114,1114,savings,2013-02-15,false
1115,1115,current,2014-02-19,false
1116,1116,current,2016-04-22,false
1117,1117,current,2009-04-07,false
1118,1118,savings,2019-04-22,false
1119,1119,savings,2004-01-17,false
1120,1120,savings,2007-01-20,false
1121,1121,current,2024-09-14,false
1122,1122,current,2002-02-03,false
1123,1123,savings,2009-11-23,false
1124,1124,savings,1999-06-19,false
1125,1125,current,2009-11-09,false
1126,1126,savings,2003-02-05,false
1127,1127,savings,1997-10-04,false
1128,1128,savings,2003-06-13,false
1129,1129,current,2013-11-11,false
1130,1130,savings,1997-06-07,false
1131,1131,savings,2015-02-05,false
1132,1132,savings,2005-02-28,false
1133,1133,current,2010-11-05,false
1134,1134,current,2021-11-06,false
1135,1135,savings,2006-03-06,false
1136,1136,savings,2012-03-06,false
1137,1137,savings,2010-01-05,false
1138,1138,savings,2016-03-03,false
1139,1139,savings,2018-08-01,false
1140,1140,current,2023-08-05,false
1141,1141,savings,1997-07-01,false
1142,1142,savings,2015-01-09,false
1143,1143,current,2010-02-21,false
1144,1144,current,2015-03-17,false
1145,1145,savings,2023-06-14,false
1146,1146,current,2012-11-10,false
1147,1147,current,1998-07-24,false
1148,1148,savings,2005-02-18,false
1149,1149,savings,2006-11-16,false
1150,1150,current,1999-01-15,false
1151,1151,savings,2014-04-01,false
1152,1152,savings,1998-05-23,false
1153,1153,current,2009-08-18,false
1154,1154,savings,1996-02-28,false
1155,1155,current,2016-09-04,false
1156,1156,current,1996-12-21,false
1157,1157,current,2001-12-18,false
1158,1158,current,2022-08-15,false
1159,1159,current,2016-05-11,false
1160,1160,savings,1999-06-04,false
1161,1161,current,2011-01-01,false
1162,1162,savings,2020-10-03,false
1163,1163,savings,1997-02-28,false
1164,1164,current,2015-01-26,false
1165,1165,savings,2016-08-24,false
1166,1166,current,2015-05-19,false
1167,1167,current,2019-10-18,false
1168,1168,savings,2000-03-15,false
1169,1169,current,2024-05-28,false
1170,1170,savings,2021-06-24,false
1171,1171,savings,2023-01-24,false
1172,1172,savings,2003-02-01,false
1173,1173,current,2006-10-13,false
1174,1174,savings,2002-06-18,false
1175,1175,current,2009-10-13,false
1176,1176,savings,2012-06-22,false
1177,1177,savings,2015-06-10,false
1178,1178,current,2008-09-13,false
1179,1179,savings,1999-03-17,false
1180,1180,savings,2011-12-11,false
1181,1181,savings,2021-09-10,false
1182,1182,current,2024-03-20,false
1183,1183,current,2014-10-24,false
1184,1184,savings,2001-02-16,false
1185,1185,savings,2004-11-28,false
1186,1186,current,2013-10-22,false
1187,1187,current,2018-02-23,false
1188,1188,current,2019-03-02,false
1189,1189,savings,2013-05-05,false
1190,1190,savings,2024-11-28,false
1191,1191,current,2015-09-19,false
1192,1192,current,1995-10-11,false
1193,1193,savings,2006-07-08,false
1194,1194,savings,2002-12-12,false
1195,1195,current,2018-06-08,false
1196,1196,current,1998-11-05,false
1197,1197,savings,2000-05-19,false
1198,1198,current,2003-08-19,false
1199,1199,savings,2003-02-02,false
1200,1200,savings,2018-01-10,false
1201,1201,savings,2008-01-27,false
1202,1202,current,2007-12-01,false
1203,1203,savings,2010-05-11,false
1204,1204,current,2021-04-09,false
1205,1205,current,1997-11-04,false
1206,1206,savings,2000-10-09,false
1207,1207,current,2014-11-03,false
1208,1208,savings,2012-09-22,false
1209,1209,current,2020-02-20,false
1210,1210,savings,2002-11-21,false
1211,1211,savings,2010-07-25,false
1212,1212,savings,2012-08-13,false
1213,1213,savings,2011-06-13,false
1214,1214,savings,1997-09-19,false
1215,1215,current,1998-12-16,false
1216,1216,current,2022-12-22,false
1217,1217,savings,1996-02-06,false
1218,1218,current,2017-02-28,false
1219,1219,current,2022-10-27,false
1220,1220,savings,1999-04-02,false
1221,1221,savings,2002-12-07,false
1222,1222,savings,2021-08-07,false
1223,1223,savings,2016-06-06,false
1224,1224,savings,2019-02-27,false
1225,1225,current,2009-09-12,false
1226,1226,current,2011-01-27,false
1227,1227,current,2014-06-04,false
1228,1228,savings,1997-11-18,false
1229,1229,current,2018-05-16,false
1230,1230,savings,2006-01-11,false
1231,1231,savings,2010-10-04,false
1232,1232,savings,2023-11-05,false
1233,1233,savings,2017-05-22,false
1234,1234,current,2024-09-22,false
1235,1235,savings,2001-03-28,false
1236,1236,current,2009-06-01,false
1237,1237,savings,1997-08-27,false
1238,1238,current,1996-12-10,false
1239,1239,current,2005-11-07,false
1240,1240,savings,2020-12-03,false
1241,1241,current,1999-01-13,false
1242,1242,current,2017-03-24,false
1243,1243,savings,2004-08-26,false
1244,1244,current,1996-05-09,false
1245,1245,current,2010-03-07,false
1246,1246,current,2005-06-19,false
1247,1247,savings,2024-09-18,false
1248,1248,savings,2013-11-14,false
1249,1249,current,2019-01-20,false
1250,1250,current,1997-04-05,false
1251,1251,current,1995-07-17,false
1252,1252,current,2020-02-27,false
1253,1253,savings,2008-05-24,false
1254,1254,current,2002-05-15,false
1255,1255,current,2001-06-09,false
1256,1256,current,2010-11-25,false
1257,1257,savings,2004-12-26,false
1258,1258,current,2010-05-09,false
1259,1259,current,1996-07-15,false
1260,1260,savings,2004-10-13,false
1261,1261,current,2024-05-04,false
1262,1262,current,2024-12-11,false
1263,1263,current,2009-06-17,false
1264,1264,savings,2013-06-04,false
1265,1265,savings,1995-06-27,false
1266,1266,current,2009-06-09,false
1267,1267,current,2006-06-21,false
1268,1268,savings,2000-10-21,false
1269,1269,savings,2006-02-28,false
1270,1270,current,2019-11-04,false
1271,1271,current,2005-06-01,false
1272,1272,current,2023-05-11,false
1273,1273,savings,2002-07-01,false
1274,1274,savings,2005-04-19,false
1275,1275,savings,2011-10-15,false
1276,1276,savings,2007-09-18,false
1277,1277,savings,2012-10-14,false
1278,1278,current,2005-12-15,false
1279,1279,current,1996-01-13,false
1280,1280,current,2007-06-08,false
1281,1281,savings,2003-07-05,false
1282,1282,current,2010-08-14,false
1283,1283,savings,2019-11-19,false
1284,1284,savings,2000-10-12,false
1285,1285,current,2012-10-12,false
1286,1286,current,2016-09-26,false
1287,1287,current,1999-10-26,false
1288,1288,current,2003-06-03,false
1289,1289,current,2001-12-28,false
1290,1290,savings,2008-05-06,false
1291,1291,savings,2020-04-20,false
1292,1292,savings,2006-05-01,false
1293,1293,current,1995-03-10,false
1294,1294,current,1995-09-16,false
1295,1295,current,2006-09-07,false
1296,1296,current,2011-11-05,false
1297,1297,savings,2005-08-04,false
1298,1298,current,2022-05-28,false
1299,1299,current,2020-09-24,false
1300,1300,current,2023-10-20,false
1301,1301,current,1997-05-11,false
1302,1302,current,2010-02-06,false
1303,1303,savings,2016-05-11,false
1304,1304,current,2014-01-06,false
1305,1305,current,1995-03-26,false
1306,1306,current,2012-02-07,false
1307,1307,savings,1997-05-03,false
1308,1308,current,2001-03-08,false
1309,1309,savings,1995-07-24,false
1310,1310,savings,2024-03-20,false
1311,1311,current,2010-08-25,false
1312,1312,current,2022-09-22,false
1313,1313,current,1997-11-24,false
1314,1314,current,2002-08-22,false
1315,1315,savings,2000-12-09,false
1316,1316,savings,2003-08-05,false
1317,1317,savings,2021-06-11,false
1318,1318,savings,2007-02-06,false
1319,1319,current,2013-07-11,false
1320,1320,current,2000-10-16,false
1321,1321,savings,2017-10-19,false
1322,1322,savings,2013-09-24,false
1323,1323,savings,1998-11-25,false
1324,1324,savings,2006-06-16,false
1325,1325,current,2022-03-17,false
1326,1326,savings,1995-11-02,false
1327,1327,savings,2008-08-11,false
1328,1328,savings,2024-05-28,false
1329,1329,savings,2021-05-01,false
1330,1330,current,2023-09-10,false
1331,1331,savings,2005-03-13,false
1332,1332,savings,1995-08-05,false
1333,1333,savings,2021-10-11,false
1334,1334,savings,1999-09-14,false
1335,1335,savings,2022-01-08,false
1336,1336,current,2001-07-15,false
1337,1337,savings,2016-09-05,false
1338,1338,savings,2007-04-17,false
1339,1339,savings,2022-12-07,false
1340,1340,savings,2009-04-19,false
1341,1341,current,2015-08-13,false
1342,1342,current,2012-09-17,false
1343,1343,current,2022-08-01,false
1344,1344,savings,2011-09-01,false
1345,1345,current,2010-03-20,false
1346,1346,savings,2024-05-25,false
1347,1347,current,2003-06-09,false
1348,1348,current,2001-08-10,false
1349,1349,current,2017-04-01,false
1350,1350,current,2020-08-07,false
1351,1351,savings,1997-07-01,false
1352,1352,current,2021-07-20,false
1353,1353,current,2022-06-21,false
1354,1354,savings,2012-10-21,false
1355,1355,current,2018-02-04,false
1356,1356,current,2019-02-08,false
1357,1357,current,2022-07-26,false
1358,1358,savings,2023-07-23,false
1359,1359,savings,2002-09-06,false
1360,1360,current,2024-05-09,false
1361,1361,current,2017-12-09,false
1362,1362,savings,2007-05-06,false
1363,1363,savings,2006-10-14,false
1364,1364,current,2016-11-22,false
1365,1365,savings,2018-07-17,false
1366,1366,current,2001-09-23,false
1367,1367,savings,2013-12-19,false
1368,1368,savings,2016-11-05,false
1369,1369,current,2002-04-07,false
1370,1370,current,2021-10-21,false
1371,1371,current,2020-07-14,false
1372,1372,savings,1998-02-22,false
1373,1373,current,2017-12-22,false
1374,1374,current,2015-02-15,false
1375,1375,savings,2023-11-18,false
1376,1376,savings,1998-11-24,false
1377,1377,current,2023-09-07,false
1378,1378,savings,2023-10-13,false
1379,1379,current,2007-10-22,false
1380,1380,savings,2009-07-21,false
1381,1381,savings,2022-02-11,false
1382,1382,savings,2005-08-19,false
1383,1383,savings,2023-07-24,false
1384,1384,current,2010-10-06,false
1385,1385,savings,2010-11-11,false
1386,1386,current,2010-08-14,false
1387,1387,savings,2007-11-27,false
1388,1388,current,2010-03-21,false
1389,1389,current,2016-06-25,false
1390,1390,savings,2000-03-12,false
1391,1391,current,2007-11-07,false
1392,1392,current,1995-09-04,false
1393,1393,current,2016-07-01,false
1394,1394,current,2019-10-03,false
1395,1395,current,1996-05-24,false
1396,1396,current,2024-04-20,false
1397,1397,savings,2013-03-02,false
1398,1398,current,2007-11-13,false
1399,1399,current,2009-04-14,false
1400,1400,current,2009-10-09,false
1401,1401,savings,2002-04-13,false
1402,1402,savings,2012-09-23,false
1403,1403,savings,2005-01-20,false
1404,1404,current,2018-02-20,false
1405,1405,savings,2012-12-27,false
1406,1406,savings,2014-09-18,false
1407,1407,savings,2002-03-27,false
1408,1408,current,2009-05-17,false
1409,1409,savings,2004-03-07,false
1410,1410,savings,2021-07-03,false
1411,1411,current,1997-06-21,false
1412,1412,current,2001-05-13,false
1413,1413,savings,1995-08-07,false
1414,1414,current,2017-03-18,false
1415,1415,savings,2012-01-22,false
1416,1416,current,1995-11-04,false
1417,1417,savings,2004-08-27,false
1418,1418,current,2018-08-02,false
1419,1419,current,1995-06-24,false
1420,1420,current,2020-10-21,false
1421,1421,savings,2010-01-02,false
1422,1422,savings,2003-11-12,false
1423,1423,savings,2024-04-08,false
1424,1424,current,2016-11-13,false
1425,1425,current,2003-04-06,false
1426,1426,savings,2002-11-03,false
1427,1427,current,2020-11-26,false
1428,1428,savings,2022-03-25,false
1429,1429,savings,2021-01-04,false
1430,1430,savings,2004-11-11,false
1431,1431,current,2000-04-13,false
1432,1432,savings,2006-08-18,false
1433,1433,savings,2024-06-02,false
1434,1434,savings,2010-05-02,false
1435,1435,savings,2023-01-22,false
1436,1436,savings,2020-09-26,false
1437,1437,current,2008-05-24,false
1438,1438,current,1999-04-11,false
1439,1439,savings,2021-03-09,false
1440,1440,savings,2002-02-20,false
1441,1441,savings,2014-04-21,false
1442,1442,savings,1995-07-10,false
1443,1443,current,2004-08-09,false
1444,1444,current,1995-06-12,false
1445,1445,savings,2014-05-16,false
1446,1446,current,2012-01-27,false
1447,1447,current,2010-05-18,false
1448,1448,savings,1996-08-11,false
1449,1449,savings,2017-03-28,false
1450,1450,savings,2012-06-15,false
1451,1451,savings,2015-06-20,false
1452,1452,savings,2006-09-10,false
1453,1453,current,2023-04-12,false
1454,1454,current,2023-09-23,false
1455,1455,current,2010-04-21,false
1456,1456,current,1999-03-15,false
1457,1457,savings,2024-11-18,false
1458,1458,current,2001-05-18,false
1459,1459,savings,2007-12-21,false
1460,1460,current,2016-03-08,false
1461,1461,savings,2009-06-19,false
1462,1462,current,1999-06-19,false
1463,1463,current,2013-09-20,false
1464,1464,current,2017-07-19,false
1465,1465,savings,2001-02-18,false
1466,1466,savings,2015-09-04,false
1467,1467,current,2009-01-01,false
1468,1468,savings,1995-05-09,false
1469,1469,current,2014-05-10,false
1470,1470,current,2011-07-23,false
1471,1471,savings,2004-08-14,false
1472,1472,savings,2006-07-22,false
1473,1473,current,1999-06-04,false
1474,1474,current,2018-05-08,false
1475,1475,current,2012-01-12,false
1476,1476,current,2005-06-21,false
1477,1477,current,2022-08-07,false
1478,1478,current,2022-10-08,false
1479,1479,current,1999-05-19,false
1480,1480,savings,2014-06-25,false
1481,1481,savings,2016-03-27,false
1482,1482,savings,2019-08-13,false
1483,1483,savings,2001-09-27,false
1484,1484,savings,2006-02-09,false
1485,1485,savings,1996-07-07,false
1486,1486,savings,2017-12-15,false
1487,1487,current,2007-10-23,false
1488,1488,current,2018-10-18,false
1489,1489,savings,2020-07-06,false
1490,1490,current,2004-02-10,false
1491,1491,savings,1997-01-19,false
1492,1492,savings,2013-11-07,false
1493,1493,savings,2015-11-09,false
1494,1494,savings,2004-10-24,false
1495,1495,current,2022-12-12,false
1496,1496,savings,1998-09-16,false
1497,1497,savings,1997-10-12,false
1498,1498,savings,2024-10-24,false
1499,1499,current,2003-06-09,false
1500,1500,current,2001-01-02,false
1501,1501,savings,2022-09-07,false
1502,1502,current,2008-12-01,false
1503,1503,savings,2009-02-07,false
1504,1504,current,2022-07-01,false
1505,1505,savings,2023-03-20,false
1506,1506,savings,2024-12-03,false
1507,1507,savings,2009-07-13,false
1508,1508,current,1999-10-22,false
1509,1509,current,2018-11-02,false
1510,1510,savings,2005-07-04,false
1511,1511,current,2003-02-25,false
1512,1512,current,2017-05-07,false
1513,1513,savings,2013-12-16,false
1514,1514,savings,2007-05-08,false
1515,1515,current,2024-12-11,false
1516,1516,savings,2021-09-17,false
1517,1517,current,2017-03-10,false
1518,1518,savings,2011-03-01,false
1519,1519,savings,2002-01-05,false
1520,1520,savings,2023-05-12,false
1521,1521,savings,2014-01-11,false
1522,1522,savings,2012-05-08,false
1523,1523,savings,2006-10-25,false
1524,1524,savings,2005-09-16,false
1525,1525,savings,2020-10-16,false
1526,1526,current,2010-01-08,false
1527,1527,current,2021-06-16,false
1528,1528,current,2001-06-18,false
1529,1529,current,2015-09-13,false
1530,1530,current,2010-03-13,false
1531,1531,current,2011-11-17,false
1532,1532,current,2021-12-04,false
1533,1533,current,2012-12-06,false
1534,1534,current,2023-07-01,false
1535,1535,savings,2006-05-05,false
1536,1536,current,2003-11-06,false
1537,1537,current,2018-05-02,false
1538,1538,savings,2022-02-18,false
1539,1539,current,2010-10-06,false
1540,1540,savings,2023-07-22,false
1541,1541,savings,2008-08-01,false
1542,1542,current,2020-02-03,false
1543,1543,current,2024-01-20,false
1544,1544,savings,2007-05-21,false
1545,1545,current,1997-11-26,false
1546,1546,current,1999-09-11,false
1547,1547,current,2016-05-24,false
1548,1548,current,2003-05-24,false
1549,1549,savings,2003-04-14,false
1550,1550,savings,2004-11-20,false
1551,1551,current,2006-05-04,false
1552,1552,current,2004-05-13,false
1553,1553,current,2006-11-14,false
1554,1554,savings,2017-03-14,false
1555,1555,current,1997-11-03,false
1556,1556,current,2004-09-03,false
1557,1557,savings,2021-02-20,false
1558,1558,savings,2011-03-12,false
1559,1559,current,1997-01-22,false
1560,1560,savings,2019-03-08,false
1561,1561,current,2019-12-13,false
1562,1562,savings,2017-03-02,false
1563,1563,savings,2020-02-08,false
1564,1564,savings,2011-02-16,false
1565,1565,savings,1999-11-11,false
1566,1566,savings,2006-02-19,false
1567,1567,savings,2014-10-21,false
1568,1568,current,2024-05-09,false
1569,1569,current,2008-04-19,false
1570,1570,savings,2004-06-18,false
1571,1571,savings,2005-06-12,false
1572,1572,current,2000-01-03,false
1573,1573,current,2013-10-28,false
1574,1574,savings,2007-01-06,false
1575,1575,savings,2020-06-02,false
1576,1576,current,2014-02-15,false
1577,1577,savings,2011-01-16,false
1578,1578,current,2005-10-24,false
1579,1579,savings,2021-08-02,false
1580,1580,savings,2018-04-10,false
1581,1581,savings,2022-02-07,false
1582,1582,savings,2010-01-25,false
1583,1583,current,1996-11-13,false
1584,1584,current,2015-09-28,false
1585,1585,current,2023-08-25,false
1586,1586,current,2011-05-09,false
1587,1587,current,2002-04-24,false
1588,1588,current,1996-04-06,false
1589,1589,savings,2021-10-07,false
1590,1590,savings,2023-08-06,false
1591,1591,current,2010-10-17,false
1592,1592,savings,2001-05-22,false
1593,1593,current,1995-08-28,false
1594,1594,current,1997-04-19,false
1595,1595,savings,2008-10-04,false
1596,1596,current,2018-08-01,false
1597,1597,savings,2007-03-04,false
1598,1598,current,2019-06-19,false
1599,1599,current,2012-04-23,false
1600,1600,current,2007-12-19,false
1601,1601,savings,2020-08-11,false
1602,1602,savings,2017-07-18,false
1603,1603,savings,2002-05-06,false
1604,1604,savings,2015-12-07,false
1605,1605,current,2005-08-04,false
1606,1606,savings,2018-01-02,false
1607,1607,savings,2020-11-15,false
1608,1608,savings,1995-08-09,false
1609,1609,savings,2013-08-13,false
1610,1610,current,1999-08-15,false
1611,1611,savings,2011-12-01,false
1612,1612,current,2022-04-25,false
1613,1613,savings,2024-09-10,false
1614,1614,savings,2019-10-10,false
1615,1615,savings,2023-09-10,false
1616,1616,savings,2015-07-02,false
1617,1617,savings,2011-07-26,false
1618,1618,savings,2002-03-02,false
1619,1619,savings,2003-12-09,false
1620,1620,savings,2023-12-13,false
1621,1621,savings,2009-04-12,false
1622,1622,current,2015-12-18,false
1623,1623,savings,2009-03-24,false
1624,1624,savings,2002-02-12,false
1625,1625,savings,2001-08-05,false
1626,1626,current,2021-10-24,false
1627,1627,current,1996-05-09,false
1628,1628,savings,1997-10-20,false
1629,1629,savings,2005-05-07,false
1630,1630,current,2019-01-04,false
1631,1631,current,1997-06-10,false
1632,1632,savings,2010-01-13,false
1633,1633,current,2016-08-12,false
1634,1634,savings,2009-04-28,false
1635,1635,current,2004-01-13,false
1636,1636,savings,2006-03-28,false
1637,1637,savings,2002-09-26,false
1638,1638,savings,1997-10-12,false
1639,1639,savings,2013-01-15,false
1640,1640,savings,2017-04-24,false
1641,1641,current,2007-04-12,false
1642,1642,savings,2012-12-16,false
1643,1643,current,2009-04-02,false
1644,1644,current,2012-10-06,false
1645,1645,current,2002-11-21,false
1646,1646,current,1996-09-18,false
1647,1647,savings,2020-12-21,false
1648,1648,current,2004-11-26,false
1649,1649,current,2020-09-28,false
1650,1650,current,2006-04-09,false
1651,1651,savings,1998-07-05,false
1652,1652,savings,2015-10-07,false
1653,1653,current,2018-05-20,false
1654,1654,current,1998-12-07,false
1655,1655,savings,2001-10-02,false
1656,1656,current,2022-01-20,false
1657,1657,savings,2004-01-28,false
1658,1658,current,2020-01-12,false
1659,1659,current,2001-12-13,false
1660,1660,savings,2018-05-26,false
1661,1661,savings,2001-11-14,false
1662,1662,current,1997-06-16,false
1663,1663,savings,2012-03-25,false
1664,1664,current,1998-05-20,false
1665,1665,savings,2022-11-26,false
1666,1666,savings,1997-03-08,false
1667,1667,savings,2019-03-20,false
1668,1668,current,2015-06-07,false
1669,1669,current,2014-06-24,false
1670,1670,current,2018-10-21,false
1671,1671,savings,2007-05-16,false
1672,1672,current,1995-03-14,false
1673,1673,savings,2021-12-10,false
1674,1674,savings,1996-02-24,false
1675,1675,savings,2016-11-09,false
1676,1676,savings,2024-06-19,false
1677,1677,current,2008-11-13,false
1678,1678,current,1999-05-05,false
1679,1679,current,2016-08-17,false
1680,1680,savings,2016-06-17,false
1681,1681,current,1996-01-14,false
1682,1682,savings,2023-06-27,false
1683,1683,current,1998-02-28,false
1684,1684,current,2010-01-10,false
1685,1685,current,2019-11-04,false
1686,1686,current,2020-10-09,false
1687,1687,current,2009-07-16,false
1688,1688,current,2024-09-03,false
1689,1689,savings,2001-01-09,false
1690,1690,savings,2022-11-09,false
1691,1691,savings,2000-12-14,false
1692,1692,current,2007-03-10,false
1693,1693,savings,2005-03-03,false
1694,1694,current,2015-01-21,false
1695,1695,savings,1997-04-02,false
1696,1696,current,2003-06-24,false
1697,1697,current,2004-02-13,false
1698,1698,savings,2024-04-09,false
1699,1699,current,2016-07-27,false
1700,1700,current,2014-12-01,false
1701,1701,savings,2011-02-14,false
1702,1702,savings,2001-08-25,false
1703,1703,savings,2013-10-18,false
1704,1704,savings,1995-12-28,false
1705,1705,savings,2001-03-16,false
1706,1706,current,2013-09-09,false
1707,1707,current,2017-04-21,false
1708,1708,savings,2015-02-05,false
1709,1709,current,2019-05-03,false
