transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency
1013284,01.02.2025,1607,transfer,"5930,61", CHF
1013285,25.01.2025,1692,deposit,"3366,59", ISK
1013286,28.01.2025,3694,transfer,"1708,50", AUD
1013287,23.02.2025,3815,withdrawal,"7131,73", GBP
1013288,20.02.2025,2497,withdrawal,"6707,09", JPY
1013289,03.01.2025,2431,deposit,"4599,75", NOK
1013290,23.02.2025,1649,withdrawal,"2121,39", ISK
1013291,02.01.2025,4063,withdrawal,"1075,59", GBP
1013292,28.02.2025,4647,transfer,"8269,50", PLN
1013293,05.02.2025,1855,withdrawal,"5011,33", CZK
1013294,05.03.2025,630,withdrawal,"1709,80", JPY
1013295,11.02.2025,1407,deposit,"4126,09", RON
1013296,20.01.2025,1942,transfer,"1860,56", PLN
1013297,16.01.2025,2276,transfer,"4758,79", SEK
1013298,15.02.2025,2178,withdrawal,"2653,20", HUF
1013299,10.01.2025,2114,withdrawal,"5264,47", JPY
1013300,08.03.2025,2717,withdrawal,"2183,81", CZK
1013301,20.02.2025,292,withdrawal,"7329,06", RON
1013302,22.01.2025,863,withdrawal,"9064,26", TRY
1013303,01.03.2025,2470,transfer,"2134,24", TRY
1013304,07.03.2025,1413,withdrawal,"1769,06", CHF
1013305,14.02.2025,3530,deposit,"9266,15", TRY
1013306,06.01.2025,243,transfer,"4477,88", CZK
1013307,16.01.2025,505,deposit,"8329,00", CHF
1013308,06.01.2025,1708,transfer,"1896,63", JPY
1013309,19.01.2025,3642,deposit,"1762,80", GBP
1013310,20.01.2025,4663,withdrawal,"2804,78", JPY
1013311,06.01.2025,2850,withdrawal,"5303,33", AUD
1013312,16.02.2025,4622,transfer,"2388,48", CHF
1013313,07.01.2025,4439,deposit,"7719,25", PLN
1013314,02.01.2025,4274,withdrawal,"5421,50", GBP
1013315,12.01.2025,3044,withdrawal,"2879,52", BGN
1013316,21.01.2025,3777,transfer,"7145,46", CZK
1013317,05.03.2025,361,withdrawal,"9973,20", GBP
1013318,23.01.2025,1247,deposit,"7612,41", BGN
1013319,04.03.2025,1122,deposit,"5002,83", CHF
1013320,10.03.2025,2702,deposit,"4732,29", GBP
1013321,02.01.2025,4077,deposit,"3798,43", CZK
1013322,12.02.2025,1148,withdrawal,"7820,48", TRY
1013323,08.03.2025,4288,transfer,"7819,34", NOK
1013324,20.01.2025,2159,transfer,"8222,51", DKK
1013325,10.03.2025,2227,deposit,"6927,20", CHF
1013326,18.01.2025,2830,transfer,"9926,93", GBP
1013327,14.02.2025,997,withdrawal,"7858,46", CZK
1013328,20.01.2025,4535,withdrawal,"5194,65", CZK
1013329,08.03.2025,3628,transfer,"4725,45", CHF
1013330,26.02.2025,914,transfer,"3628,75", JPY
1013331,08.03.2025,2553,withdrawal,"7809,78", TRY
1013332,30.01.2025,3406,withdrawal,"8934,36", TRY
1013333,24.02.2025,1080,transfer,"4227,68", JPY
1013334,26.02.2025,2769,withdrawal,"2619,04", GBP
1013335,09.02.2025,4363,deposit,"6413,27", SEK
1013336,19.01.2025,1127,withdrawal,"4843,87", TRY
1013337,19.02.2025,1600,transfer,"2725,90", BGN
1013338,31.01.2025,4009,withdrawal,"9330,23", TRY
1013339,09.02.2025,1404,transfer,"7778,62", DKK
1013340,29.01.2025,2330,transfer,"4012,25", DKK
1013341,19.02.2025,282,transfer,"6166,12", JPY
1013342,23.02.2025,2888,transfer,"8587,08", HUF
1013343,09.03.2025,2886,deposit,"6037,78", SEK
1013344,19.02.2025,3667,withdrawal,"8570,81", CHF
1013345,12.01.2025,601,withdrawal,"4909,02", JPY
1013346,16.01.2025,3707,deposit,"7217,68", ISK
1013347,07.03.2025,58,withdrawal,"4539,25", ISK
1013348,14.01.2025,5000,transfer,"6759,04", PLN
1013349,19.01.2025,933,transfer,"842,17", NOK
1013350,09.01.2025,1137,deposit,"3648,76", BGN
1013351,23.02.2025,3115,transfer,"5734,62", CZK
1013352,19.01.2025,27,transfer,"2922,89", AUD
1013353,23.02.2025,1249,transfer,"7941,03", NOK
1013354,18.02.2025,283,transfer,"6315,94", TRY
1013355,27.02.2025,1077,withdrawal,"2076,32", DKK
1013356,30.01.2025,23,deposit,"9992,04", JPY
1013357,22.01.2025,4390,transfer,"3640,08", SEK
1013358,07.03.2025,2845,transfer,"5906,82", GBP
1013359,05.01.2025,2794,transfer,"7410,87", SEK
1013360,30.01.2025,2513,deposit,"2893,16", HUF
1013361,07.02.2025,1111,transfer,"7298,35", CZK
1013362,29.01.2025,2502,deposit,"6955,83", DKK
1013363,09.03.2025,4525,deposit,"8347,90", BGN
1013364,27.01.2025,4006,withdrawal,"8546,77", SEK
1013365,13.01.2025,2689,deposit,"9196,92", HUF
1013366,08.01.2025,3515,transfer,"8334,49", RON
1013367,15.02.2025,2099,transfer,"9333,03", PLN
1013368,14.02.2025,2531,transfer,"5204,29", BGN
1013369,03.01.2025,403,deposit,"6936,46", ISK
1013370,04.01.2025,3705,deposit,"1968,07", CHF
1013371,08.03.2025,4559,withdrawal,"1773,66", JPY
1013372,22.01.2025,3070,transfer,"9209,53", BGN
1013373,13.01.2025,3613,deposit,"8364,47", CHF
1013374,15.02.2025,1944,withdrawal,"6592,38", DKK
1013375,22.01.2025,1034,deposit,"5657,96", NOK
1013376,18.02.2025,2786,withdrawal,"6095,56", CZK
1013377,01.01.2025,2267,transfer,"2624,86", DKK
1013378,23.02.2025,4715,withdrawal,"800,26", HUF
1013379,10.01.2025,4215,withdrawal,"3404,27", JPY
1013380,03.01.2025,1937,transfer,"2915,72", AUD
1013381,14.01.2025,4294,transfer,"5947,22", NOK
1013382,05.03.2025,855,deposit,"7217,44", CZK
1013383,02.01.2025,4155,deposit,"8377,05", CZK
1013384,22.02.2025,1415,withdrawal,"5544,07", TRY
1013385,13.01.2025,3043,transfer,"875,11", RON
1013386,04.02.2025,2335,withdrawal,"6389,91", GBP
1013387,05.02.2025,2391,withdrawal,"1829,89", AUD
1013388,13.02.2025,559,transfer,"2704,62", ISK
1013389,27.01.2025,4943,transfer,"5063,53", CZK
1013390,10.02.2025,2894,withdrawal,"8375,67", HUF
1013391,11.01.2025,545,deposit,"5862,94", AUD
1013392,02.03.2025,4718,deposit,"138,44", RON
1013393,17.02.2025,665,deposit,"5109,52", GBP
1013394,19.01.2025,167,transfer,"441,27", HUF
1013395,04.02.2025,2404,transfer,"1884,23", BGN
1013396,08.02.2025,862,deposit,"3997,57", ISK
1013397,06.01.2025,1909,deposit,"4744,50", CHF
1013398,21.02.2025,1293,withdrawal,"9320,73", AUD
1013399,25.02.2025,3080,transfer,"7704,48", AUD
1013400,09.02.2025,2794,deposit,"2958,91", BGN
1013401,21.02.2025,3396,withdrawal,"4275,26", CHF
1013402,11.01.2025,1901,withdrawal,"6593,31", RON
1013403,01.02.2025,4246,transfer,"4909,66", AUD
1013404,16.02.2025,3009,deposit,"1893,15", CHF
1013405,19.02.2025,401,deposit,"9254,83", NOK
1013406,12.01.2025,2677,withdrawal,"9402,61", CZK
1013407,11.01.2025,2745,withdrawal,"5825,25", RON
1013408,09.03.2025,1544,transfer,"4304,85", SEK
1013409,23.02.2025,189,transfer,"6256,35", CZK
1013410,07.01.2025,4591,transfer,"8828,47", CZK
1013411,21.02.2025,2356,transfer,"1397,07", AUD
1013412,18.01.2025,2846,deposit,"8445,89", BGN
1013413,22.01.2025,2166,transfer,"6469,10", BGN
1013414,03.02.2025,3858,withdrawal,"2117,55", BGN
1013415,21.01.2025,3262,deposit,"9756,36", ISK
1013416,16.01.2025,2627,deposit,"9770,87", GBP
1013417,06.03.2025,4012,transfer,"6338,71", SEK
1013418,06.02.2025,120,withdrawal,"9660,47", BGN
1013419,25.02.2025,4319,transfer,"9673,04", CZK
1013420,04.02.2025,3289,withdrawal,"34,18", CZK
1013421,18.01.2025,3156,withdrawal,"6852,83", GBP
1013422,01.02.2025,329,withdrawal,"3524,73", NOK
1013423,07.01.2025,83,transfer,"6874,84", TRY
1013424,20.02.2025,1462,transfer,"5505,79", TRY
1013425,13.01.2025,2207,transfer,"9835,27", CZK
1013426,17.01.2025,4428,transfer,"5117,09", CZK
1013427,24.01.2025,1615,transfer,"3248,20", BGN
1013428,18.01.2025,1067,deposit,"6915,82", BGN
1013429,19.02.2025,1291,deposit,"284,59", BGN
1013430,24.01.2025,2477,deposit,"1350,33", CZK
1013431,16.01.2025,2235,deposit,"9824,86", SEK
1013432,16.01.2025,3953,withdrawal,"8578,91", SEK
1013433,14.02.2025,1535,withdrawal,"4574,52", RON
1013434,23.02.2025,107,transfer,"5120,51", JPY
1013435,25.01.2025,4119,withdrawal,"9589,62", HUF
1013436,14.01.2025,148,withdrawal,"371,05", CZK
1013437,28.01.2025,4274,transfer,"6124,97", HUF
1013438,19.01.2025,1478,deposit,"2379,27", ISK
1013439,10.01.2025,4601,withdrawal,"2504,49", TRY
1013440,11.02.2025,913,withdrawal,"3987,53", TRY
1013441,07.03.2025,2690,withdrawal,"8864,22", JPY
1013442,03.03.2025,3609,withdrawal,"8130,51", PLN
1013443,20.02.2025,1858,transfer,"3160,94", BGN
1013444,28.02.2025,2228,transfer,"5019,08", RON
1013445,02.03.2025,2432,deposit,"2898,29", RON
1013446,12.02.2025,2958,withdrawal,"8423,68", CZK
1013447,07.02.2025,77,deposit,"2417,61", PLN
1013448,02.02.2025,1434,transfer,"5105,99", AUD
1013449,07.03.2025,866,deposit,"9619,46", JPY
1013450,19.01.2025,4169,withdrawal,"128,57", NOK
1013451,05.01.2025,3523,transfer,"9594,33", TRY
1013452,02.02.2025,3645,transfer,"8206,80", PLN
1013453,07.03.2025,1151,withdrawal,"1356,67", DKK
1013454,12.02.2025,1100,withdrawal,"8298,67", RON
1013455,22.01.2025,1198,deposit,"1239,70", TRY
1013456,18.01.2025,2745,withdrawal,"3484,61", CHF
1013457,20.02.2025,1788,withdrawal,"6229,87", NOK
1013458,14.02.2025,3295,transfer,"7525,60", PLN
1013459,24.02.2025,1997,deposit,"1626,28", AUD
1013460,10.01.2025,1595,deposit,"8724,64", ISK
1013461,21.01.2025,4079,withdrawal,"3633,38", SEK
1013462,02.01.2025,4766,transfer,"5008,95", CZK
1013463,06.01.2025,2783,deposit,"8105,89", CHF
1013464,04.02.2025,1555,deposit,"744,00", SEK
1013465,17.01.2025,108,transfer,"5429,23", PLN
1013466,12.01.2025,73,transfer,"9160,96", HUF
1013467,08.02.2025,1580,transfer,"5159,21", SEK
1013468,22.02.2025,1863,withdrawal,"4348,54", CZK
1013469,28.01.2025,4518,transfer,"8881,07", RON
1013470,04.03.2025,1659,withdrawal,"8121,30", GBP
1013471,20.01.2025,2345,transfer,"5585,19", RON
1013472,15.02.2025,1304,deposit,"2644,82", BGN
1013473,05.02.2025,2710,deposit,"2506,96", CHF
1013474,20.02.2025,2093,withdrawal,"4613,15", BGN
1013475,15.02.2025,3000,withdrawal,"8589,04", PLN
1013476,15.02.2025,4253,withdrawal,"1035,93", TRY
1013477,05.02.2025,3097,deposit,"7798,75", CZK
1013478,22.02.2025,640,deposit,"9892,68", HUF
1013479,19.01.2025,182,transfer,"156,76", HUF
1013480,06.03.2025,2586,transfer,"1840,06", CZK
1013481,03.01.2025,625,withdrawal,"6493,67", ISK
1013482,14.01.2025,2356,deposit,"9425,49", JPY
1013483,26.02.2025,3270,deposit,"8901,07", RON
1013484,16.02.2025,995,withdrawal,"5834,07", RON
1013485,05.03.2025,3210,transfer,"9931,59", RON
1013486,16.01.2025,301,transfer,"7436,63", ISK
1013487,27.01.2025,2470,withdrawal,"3599,79", HUF
1013488,16.01.2025,3413,deposit,"58,53", DKK
1013489,28.02.2025,1411,transfer,"9492,16", SEK
1013490,04.01.2025,3878,withdrawal,"9401,20", NOK
1013491,08.03.2025,3156,transfer,"4845,62", CZK
1013492,26.01.2025,3922,withdrawal,"9339,29", DKK
1013493,09.03.2025,412,withdrawal,"7942,05", CZK
1013494,31.01.2025,1641,withdrawal,"3704,91", NOK
1013495,16.02.2025,1917,transfer,"2496,69", HUF
1013496,17.02.2025,1444,transfer,"1778,76", NOK
1013497,10.02.2025,3736,deposit,"9022,90", HUF
1013498,31.01.2025,4891,deposit,"1035,99", CZK
1013499,02.02.2025,994,transfer,"3561,68", TRY
1013500,10.03.2025,3385,withdrawal,"8391,86", NOK
1013501,10.03.2025,1649,transfer,"4790,47", BGN
1013502,20.02.2025,4944,deposit,"2424,04", JPY
1013503,02.02.2025,1795,transfer,"6116,34", GBP
1013504,03.01.2025,4439,transfer,"5704,42", BGN
1013505,15.02.2025,1415,withdrawal,"9024,58", ISK
1013506,02.01.2025,4249,withdrawal,"9437,92", BGN
1013507,19.02.2025,4145,transfer,"9846,70", PLN
1013508,09.02.2025,3154,transfer,"8170,03", BGN
1013509,04.02.2025,250,deposit,"3957,86", RON
1013510,02.02.2025,1137,transfer,"4532,28", CHF
1013511,06.03.2025,3415,transfer,"3802,50", SEK
1013512,03.01.2025,4206,deposit,"460,06", HUF
1013513,23.01.2025,2269,transfer,"1079,16", HUF
1013514,03.03.2025,771,deposit,"9823,55", DKK
1013515,21.01.2025,602,transfer,"6302,77", CZK
1013516,19.02.2025,3863,transfer,"2523,31", JPY
1013517,01.01.2025,4858,withdrawal,"9406,26", DKK
1013518,21.02.2025,4707,deposit,"8351,95", RON
1013519,09.02.2025,3737,transfer,"5951,78", RON
1013520,31.01.2025,3275,deposit,"613,61", GBP
1013521,13.01.2025,4045,withdrawal,"7864,09", AUD
1013522,02.01.2025,2819,withdrawal,"3651,52", HUF
1013523,22.02.2025,4523,transfer,"9709,95", AUD
1013524,28.02.2025,549,transfer,"2332,45", CHF
1013525,28.01.2025,225,withdrawal,"4819,69", ISK
1013526,14.01.2025,2727,transfer,"4250,40", NOK
1013527,14.02.2025,3287,transfer,"1022,25", BGN
1013528,05.03.2025,3866,withdrawal,"925,39", CZK
1013529,13.01.2025,3170,transfer,"269,32", PLN
1013530,07.03.2025,4657,transfer,"3322,37", ISK
1013531,23.02.2025,2581,deposit,"6833,22", CZK
1013532,22.02.2025,1136,withdrawal,"8072,03", GBP
1013533,22.01.2025,435,withdrawal,"2767,63", NOK
1013534,09.01.2025,3528,withdrawal,"7437,63", DKK
1013535,09.01.2025,4197,withdrawal,"5655,54", DKK
1013536,05.03.2025,2243,transfer,"8447,12", SEK
1013537,16.01.2025,1046,transfer,"5086,61", AUD
1013538,30.01.2025,1999,withdrawal,"4737,15", AUD
1013539,22.02.2025,2449,deposit,"7391,87", SEK
1013540,18.01.2025,1736,transfer,"7330,76", SEK
1013541,10.02.2025,420,withdrawal,"8326,23", ISK
1013542,24.02.2025,1730,transfer,"2456,70", CHF
1013543,06.01.2025,248,transfer,"9852,58", DKK
1013544,14.01.2025,451,withdrawal,"5184,42", DKK
1013545,25.01.2025,1949,withdrawal,"6967,99", ISK
1013546,23.02.2025,4885,withdrawal,"3591,88", PLN
1013547,09.03.2025,870,withdrawal,"9016,58", ISK
1013548,17.02.2025,22,withdrawal,"2082,80", HUF
1013549,10.03.2025,187,transfer,"5070,47", ISK
1013550,04.02.2025,1386,deposit,"9878,25", BGN
1013551,24.02.2025,74,withdrawal,"8196,95", CZK
1013552,01.03.2025,3518,transfer,"9681,74", CHF
1013553,17.01.2025,3212,transfer,"6392,84", HUF
1013554,09.03.2025,2792,transfer,"1278,17", RON
1013555,28.02.2025,271,transfer,"7344,50", NOK
1013556,02.02.2025,1986,transfer,"9991,01", PLN
1013557,31.01.2025,2337,withdrawal,"5828,97", PLN
1013558,22.01.2025,3518,transfer,"7896,18", PLN
1013559,07.01.2025,3729,deposit,"3682,22", ISK
1013560,04.02.2025,4248,transfer,"1886,40", RON
1013561,01.01.2025,338,withdrawal,"5664,88", GBP
1013562,03.03.2025,367,deposit,"4908,86", SEK
1013563,14.01.2025,1051,transfer,"7692,19", ISK
1013564,10.02.2025,2583,deposit,"9806,56", DKK
1013565,01.01.2025,890,transfer,"2646,23", DKK
1013566,14.02.2025,328,transfer,"6777,56", RON
1013567,14.02.2025,4911,withdrawal,"7640,85", PLN
1013568,01.01.2025,1204,transfer,"6711,15", CHF
1013569,01.01.2025,2000,deposit,"3372,30", BGN
1013570,04.02.2025,936,withdrawal,"5291,71", NOK
1013571,17.01.2025,165,transfer,"6672,59", RON
1013572,05.03.2025,3928,transfer,"7746,69", PLN
1013573,22.01.2025,4630,transfer,"2572,46", TRY
1013574,02.01.2025,3877,deposit,"9145,06", JPY
1013575,09.03.2025,4984,transfer,"4341,69", JPY
1013576,08.03.2025,3480,deposit,"275,65", PLN
1013577,12.01.2025,3011,transfer,"7101,07", AUD
1013578,01.02.2025,3157,withdrawal,"6473,92", JPY
1013579,04.01.2025,613,deposit,"8235,70", CZK
1013580,27.01.2025,1643,transfer,"877,27", BGN
1013581,27.02.2025,3922,withdrawal,"6979,14", NOK
1013582,06.02.2025,1262,transfer,"4646,20", GBP
1013583,09.01.2025,3708,transfer,"581,79", TRY
1013584,08.02.2025,172,withdrawal,"2240,34", AUD
1013585,09.01.2025,2590,deposit,"9116,28", HUF
1013586,23.01.2025,2234,transfer,"4036,22", CHF
1013587,13.01.2025,4504,withdrawal,"8229,03", CHF
1013588,26.01.2025,1970,withdrawal,"5027,62", JPY
1013589,05.02.2025,4006,transfer,"301,15", ISK
1013590,09.01.2025,1458,transfer,"2202,93", AUD
1013591,07.02.2025,3478,deposit,"1682,74", JPY
1013592,01.03.2025,1703,deposit,"131,59", CHF
1013593,16.01.2025,596,deposit,"6671,84", SEK
1013594,26.02.2025,263,withdrawal,"5859,64", DKK
1013595,07.02.2025,1847,deposit,"5650,28", DKK
1013596,08.03.2025,4827,deposit,"8100,21", HUF
1013597,16.01.2025,2752,deposit,"4196,55", SEK
1013598,27.01.2025,986,deposit,"6380,84", NOK
1013599,11.01.2025,4830,withdrawal,"648,79", SEK
1013600,01.02.2025,4885,deposit,"2678,85", NOK
1013601,25.01.2025,3700,transfer,"697,89", TRY
1013602,23.01.2025,2281,transfer,"1552,38", ISK
1013603,29.01.2025,3688,deposit,"3365,32", NOK
1013604,06.02.2025,1359,withdrawal,"2827,60", JPY
1013605,05.01.2025,204,withdrawal,"8852,29", GBP
1013606,08.01.2025,387,transfer,"4818,50", TRY
1013607,27.02.2025,3637,deposit,"3368,34", DKK
1013608,20.02.2025,2489,deposit,"3531,22", PLN
1013609,20.01.2025,502,deposit,"9282,73", BGN
1013610,14.02.2025,2024,withdrawal,"4397,35", RON
1013611,05.01.2025,3308,deposit,"5853,94", DKK
1013612,18.01.2025,233,withdrawal,"1530,80", PLN
1013613,20.02.2025,1364,deposit,"8598,34", PLN
1013614,31.01.2025,2178,transfer,"7985,75", AUD
1013615,07.01.2025,3213,withdrawal,"3685,50", SEK
1013616,08.01.2025,4641,withdrawal,"6372,12", AUD
1013617,02.02.2025,2906,withdrawal,"8230,52", CZK
1013618,05.02.2025,2788,transfer,"5393,57", JPY
1013619,01.02.2025,3355,transfer,"93,83", TRY
1013620,13.02.2025,610,transfer,"4192,97", NOK
1013621,12.01.2025,1338,transfer,"6080,62", TRY
1013622,18.02.2025,2156,deposit,"2422,42", TRY
1013623,01.03.2025,949,transfer,"8234,32", TRY
1013624,17.01.2025,4514,transfer,"9585,77", CHF
1013625,10.02.2025,2910,deposit,"8030,58", JPY
1013626,02.02.2025,2874,deposit,"8151,10", AUD
1013627,19.02.2025,3187,deposit,"57,64", PLN
1013628,04.02.2025,2279,transfer,"2675,19", NOK
1013629,03.02.2025,1000,withdrawal,"9402,57", GBP
1013630,04.02.2025,432,transfer,"3378,53", DKK
1013631,05.02.2025,3994,withdrawal,"6128,23", CZK
1013632,14.01.2025,1807,transfer,"5141,64", AUD
1013633,04.02.2025,4992,withdrawal,"6847,92", JPY
1013634,05.01.2025,2369,deposit,"3357,53", DKK
1013635,16.02.2025,4418,transfer,"5164,33", TRY
1013636,14.01.2025,3290,transfer,"1255,44", CHF
1013637,19.01.2025,567,withdrawal,"2921,79", TRY
1013638,27.02.2025,3830,deposit,"4648,08", TRY
1013639,12.02.2025,2375,transfer,"3475,16", TRY
1013640,25.01.2025,4261,transfer,"6644,90", NOK
1013641,18.01.2025,1673,deposit,"345,01", GBP
1013642,19.01.2025,2704,deposit,"1772,45", JPY
1013643,20.02.2025,3916,transfer,"3067,90", SEK
1013644,22.02.2025,1396,withdrawal,"695,01", TRY
1013645,02.01.2025,4574,withdrawal,"5605,38", AUD
1013646,17.02.2025,2186,deposit,"8849,75", AUD
1013647,03.02.2025,2742,withdrawal,"7719,49", JPY
1013648,15.01.2025,1935,deposit,"5953,75", TRY
1013649,28.02.2025,4701,deposit,"5287,34", TRY
1013650,11.02.2025,1871,transfer,"6174,08", JPY
1013651,05.02.2025,2970,transfer,"7559,09", DKK
1013652,01.01.2025,1973,transfer,"8450,47", NOK
1013653,14.02.2025,3906,withdrawal,"1625,68", PLN
1013654,23.02.2025,847,transfer,"684,29", CHF
1013655,04.03.2025,2905,withdrawal,"6046,77", RON
1013656,10.02.2025,1423,withdrawal,"6533,84", PLN
1013657,07.02.2025,608,transfer,"8958,63", TRY
1013658,20.01.2025,1641,transfer,"349,67", PLN
1013659,09.01.2025,4458,withdrawal,"2221,88", ISK
1013660,04.01.2025,3310,withdrawal,"5327,38", JPY
1013661,03.02.2025,1427,deposit,"8060,63", JPY
1013662,10.01.2025,940,transfer,"5410,44", AUD
1013663,01.03.2025,3158,transfer,"128,35", NOK
1013664,21.02.2025,4638,transfer,"5969,86", SEK
1013665,21.02.2025,2907,withdrawal,"1304,97", ISK
1013666,30.01.2025,2829,withdrawal,"6926,47", TRY
1013667,01.03.2025,468,deposit,"5417,76", SEK
1013668,26.01.2025,2970,withdrawal,"6319,45", JPY
1013669,03.01.2025,2185,withdrawal,"2995,89", ISK
1013670,01.01.2025,3825,withdrawal,"7344,07", RON
1013671,02.03.2025,414,transfer,"7170,46", TRY
1013672,10.03.2025,1320,deposit,"4170,19", SEK
1013673,04.03.2025,2347,transfer,"8659,85", PLN
1013674,23.01.2025,1251,deposit,"3471,11", NOK
1013675,08.02.2025,1813,transfer,"6865,80", BGN
1013676,08.03.2025,4205,transfer,"3483,55", BGN
1013677,23.01.2025,4308,deposit,"3079,82", AUD
1013678,26.01.2025,761,withdrawal,"8342,92", BGN
1013679,06.01.2025,853,transfer,"8625,14", CHF
1013680,20.01.2025,1606,transfer,"2898,16", AUD
1013681,10.03.2025,4394,transfer,"2676,27", JPY
1013682,06.03.2025,2857,transfer,"7826,74", DKK
1013683,15.02.2025,2558,transfer,"2098,80", JPY
1013684,07.02.2025,2244,deposit,"1174,52", NOK
1013685,17.02.2025,1635,withdrawal,"1314,41", NOK
1013686,01.03.2025,697,transfer,"9945,23", JPY
1013687,13.01.2025,2682,withdrawal,"3811,33", BGN
1013688,22.01.2025,3215,deposit,"5483,98", DKK
1013689,09.02.2025,4670,transfer,"2597,12", CHF
1013690,14.02.2025,2853,transfer,"4452,68", NOK
1013691,03.03.2025,4290,withdrawal,"6877,25", CZK
1013692,08.02.2025,1913,transfer,"9085,96", PLN
1013693,07.02.2025,1035,transfer,"2103,57", AUD
1013694,03.02.2025,2362,transfer,"7139,93", SEK
1013695,14.02.2025,1066,withdrawal,"1240,20", SEK
1013696,20.02.2025,3148,withdrawal,"6912,26", BGN
1013697,23.01.2025,523,deposit,"6708,23", GBP
1013698,07.01.2025,2574,withdrawal,"6439,04", CHF
1013699,07.03.2025,3917,withdrawal,"512,34", ISK
1013700,10.01.2025,4354,deposit,"2665,94", DKK
1013701,22.02.2025,3232,withdrawal,"4446,09", GBP
1013702,22.02.2025,4901,withdrawal,"490,36", CHF
1013703,12.01.2025,306,transfer,"842,09", NOK
1013704,15.01.2025,230,deposit,"732,36", DKK
1013705,07.02.2025,3958,transfer,"4347,55", NOK
1013706,10.02.2025,2689,transfer,"4639,61", CHF
1013707,13.01.2025,3712,deposit,"2892,59", HUF
1013708,06.01.2025,618,withdrawal,"440,77", CZK
1013709,07.03.2025,687,deposit,"1486,65", JPY
1013710,26.02.2025,3098,transfer,"6516,23", CZK
1013711,03.01.2025,2181,withdrawal,"25,29", PLN
1013712,28.01.2025,1712,transfer,"4406,53", SEK
1013713,20.02.2025,4846,withdrawal,"4352,84", GBP
1013714,06.02.2025,3876,transfer,"4941,15", CZK
1013715,18.02.2025,1494,deposit,"1519,78", GBP
1013716,18.01.2025,2781,withdrawal,"3910,46", JPY
1013717,05.03.2025,4441,transfer,"1359,16", AUD
1013718,10.03.2025,559,deposit,"9876,73", TRY
1013719,16.02.2025,2881,transfer,"5496,38", RON
1013720,26.02.2025,3601,withdrawal,"9104,33", GBP
1013721,15.01.2025,2648,deposit,"8239,21", DKK
1013722,12.01.2025,540,transfer,"5852,83", AUD
1013723,10.02.2025,2675,withdrawal,"9044,23", TRY
1013724,04.02.2025,2895,transfer,"4269,40", HUF
1013725,05.03.2025,2486,deposit,"1733,30", BGN
1013726,27.01.2025,4202,withdrawal,"4038,29", PLN
1013727,29.01.2025,2042,transfer,"2002,36", ISK
1013728,04.01.2025,1409,transfer,"3256,76", CHF
1013729,29.01.2025,995,deposit,"2727,87", CZK
1013730,18.01.2025,472,transfer,"7293,37", NOK
1013731,22.01.2025,583,withdrawal,"5148,76", PLN
1013732,23.01.2025,4439,deposit,"2271,60", AUD
1013733,26.02.2025,4877,withdrawal,"5084,33", CZK
1013734,18.02.2025,340,withdrawal,"1137,13", DKK
1013735,15.02.2025,3382,deposit,"5451,61", SEK
1013736,04.02.2025,4704,withdrawal,"3757,04", BGN
1013737,02.02.2025,722,withdrawal,"1865,45", SEK
1013738,29.01.2025,3193,deposit,"7422,91", NOK
1013739,10.02.2025,1535,deposit,"1864,38", TRY
1013740,14.02.2025,3477,withdrawal,"154,38", HUF
1013741,24.01.2025,1951,deposit,"894,23", NOK
1013742,24.02.2025,3464,deposit,"9991,33", AUD
1013743,17.01.2025,1038,deposit,"4483,23", BGN
1013744,08.03.2025,1468,withdrawal,"1984,10", HUF
1013745,14.02.2025,745,transfer,"307,96", DKK
1013746,08.01.2025,1581,withdrawal,"4178,04", TRY
1013747,28.01.2025,1062,deposit,"5485,99", NOK
1013748,25.01.2025,3145,deposit,"6832,45", CZK
1013749,10.01.2025,768,withdrawal,"8722,77", CHF
1013750,30.01.2025,1064,withdrawal,"106,17", CZK
1013751,11.02.2025,2784,deposit,"5342,61", DKK
1013752,04.03.2025,2688,deposit,"5936,56", TRY
1013753,16.02.2025,3857,deposit,"5926,01", ISK
1013754,21.01.2025,3712,withdrawal,"9768,37", CZK
1013755,01.03.2025,4509,withdrawal,"3707,19", JPY
1013756,19.02.2025,2791,transfer,"8823,04", DKK
1013757,27.02.2025,4120,withdrawal,"6821,41", TRY
1013758,07.02.2025,4892,transfer,"3467,15", NOK
1013759,19.01.2025,3083,transfer,"1625,63", PLN
1013760,27.01.2025,2523,deposit,"8349,32", DKK
1013761,25.02.2025,762,deposit,"2514,21", BGN
1013762,01.03.2025,4562,withdrawal,"7853,89", HUF
1013763,22.02.2025,2175,transfer,"1044,16", CHF
1013764,18.02.2025,4404,transfer,"5616,94", CHF
1013765,10.02.2025,1890,deposit,"1477,75", ISK
1013766,06.03.2025,1136,transfer,"2715,90", SEK
1013767,15.01.2025,1357,withdrawal,"8467,04", DKK
1013768,19.01.2025,1268,transfer,"3191,49", GBP
1013769,10.03.2025,4255,transfer,"2406,84", CZK
1013770,05.02.2025,3057,transfer,"9794,19", CHF
1013771,06.03.2025,637,deposit,"1095,35", GBP
1013772,16.01.2025,1181,deposit,"5247,88", CZK
1013773,17.01.2025,697,transfer,"8423,67", SEK
1013774,29.01.2025,1992,deposit,"6971,43", GBP
1013775,07.03.2025,492,transfer,"962,33", GBP
1013776,13.02.2025,3068,transfer,"7399,29", RON
