customer_id;branch_id;account_id;transaction_id;transaction_date;total_amount_eur
1709;32;1709;1046697;2025-03-01;17.392988427501702
4361;21;4361;1046698;2025-01-01;1516.2925
87;90;87;1046699;2025-03-01;51.97379169503063
3630;9;3630;1046700;2025-02-01;47.49087144739319
6;20;6;1046708;2025-02-10;103.9076
2325;66;2325;1046710;2025-01-24;2897.665
1510;61;1510;1046713;2025-01-09;1446.5937762825904
1647;26;1647;1046718;2025-02-15;3.2588155207624236
2611;29;2611;1046721;2025-01-31;199.3227272727273
782;59;782;1046722;2025-03-04;3.354262110401802
1979;80;1979;1046724;2025-02-01;108.48599999999999
1361;35;1361;1046734;2025-01-19;951.825
126;61;126;1046741;2025-03-07;56.38860656251961
4756;20;4756;1046745;2025-02-09;357.7604
350;68;350;1046753;2025-02-24;17.01701837985024
3084;9;3084;1046755;2025-02-01;25.494690265486724
412;92;412;1046756;2025-01-07;30.507215793056503
1933;73;1933;1046757;2025-01-23;102.59075
678;30;678;1046770;2025-01-29;531.15
2277;27;2277;1046776;2025-01-11;473.325
3480;47;3480;1046778;2025-01-03;390.866
1097;64;1097;1046781;2025-02-17;1265.095
1313;46;1313;1046786;2025-02-14;9645.479394449118
3616;49;3616;1046791;2025-02-26;218.92
4578;97;4578;1046799;2025-01-11;215.55675000000002
4790;72;4790;1046803;2025-02-26;127.9
4070;5;4070;1046809;2025-02-09;275.714
1990;66;1990;1046811;2025-03-07;44.16678012253234
327;70;327;1046820;2025-01-01;861.2057142857142
306;96;306;1046822;2025-01-05;45.36657590197413
3920;17;3920;1046824;2025-02-15;19.38753285767931
3188;73;3188;1046825;2025-01-15;17.25
3431;53;3431;1046826;2025-02-12;3390.775
2540;1;2540;1046827;2025-01-28;1380.8057142857142
1402;12;1402;1046828;2025-01-06;509.08326324642553
996;13;996;1046832;2025-01-30;1626.876
631;11;631;1046836;2025-01-29;778.2257142857143
3967;52;3967;1046838;2025-01-30;1974.2175
3649;32;3649;1046841;2025-02-15;3921.935
4080;48;4080;1046843;2025-03-08;75.79
2957;36;2957;1046854;2025-02-04;8893.103448275862
2926;74;2926;1046858;2025-02-26;695.9735071488645
4362;17;4362;1046859;2025-01-17;1276.2525
2229;75;2229;1046867;2025-01-13;1040.9426469009768
1821;65;1821;1046868;2025-02-04;398.8540790580319
1218;13;1218;1046869;2025-01-06;0.4244
677;70;677;1046872;2025-02-26;7307.8629441018975
3456;65;3456;1046874;2025-01-12;26.806
4562;38;4562;1046879;2025-02-03;3260.145
1347;6;1347;1046884;2025-02-27;20.091082368958475
4887;35;4887;1046888;2025-01-27;356.14750000000004
4353;49;4353;1046893;2025-01-27;9556.04718004985
3850;49;3850;1046897;2025-02-16;31.705564966434537
2729;58;2729;1046899;2025-01-31;1144.9879999999998
1826;41;1826;1046901;2025-01-24;1205.2528571428572
4511;95;4511;1046902;2025-01-03;201.6355
1861;94;1861;1046905;2025-02-22;72.48575
310;17;310;1046907;2025-01-01;2664.485
174;75;174;1046910;2025-02-08;827.186
365;75;365;1046911;2025-03-10;787.6741666666667
2671;71;2671;1046914;2025-03-08;55.03857142857142
4744;9;4744;1046916;2025-01-01;3141.64
2374;46;2374;1046917;2025-02-25;17.008181818181818
367;72;367;1046919;2025-01-31;9708.263246425568
286;3;286;1046921;2025-01-13;326.1975
2337;6;2337;1046922;2025-01-26;23.0085
2437;7;2437;1046936;2025-02-01;4822.57
2570;77;2570;1046937;2025-02-10;3801.735
2334;74;2334;1046938;2025-01-13;128.101
500;21;500;1046939;2025-03-08;716.342857142857
2132;57;2132;1046940;2025-02-26;3555.64
3468;78;3468;1046943;2025-03-03;2633.770229817887
1645;66;1645;1046945;2025-01-27;50.87627831106092
1790;19;1790;1046949;2025-01-24;1336.465
1212;79;1212;1046953;2025-02-10;1611.635
4993;18;4993;1046959;2025-01-26;4467.295
645;10;645;1046962;2025-01-26;9.442733758918514
4867;11;4867;1046966;2025-02-05;14.906
533;96;533;1046967;2025-03-04;671.645
1723;81;1723;1046969;2025-01-19;106.61166666666666
2996;98;2996;1046971;2025-02-27;214.63750000000002
2659;46;2659;1046976;2025-01-16;1514.305
4133;78;4133;1046979;2025-03-03;3994.98
3880;33;3880;1046982;2025-01-12;2504.514066953691
4900;93;4900;1046989;2025-02-13;79.6085
3997;11;3997;1046990;2025-02-23;368.495
3480;47;3480;1046991;2025-01-21;19.11405682813869
1070;12;1070;1046993;2025-02-07;54.74513274336283
2808;85;2808;1046995;2025-03-03;3292.9983179142137
1327;88;1327;1046998;2025-01-29;40.63993977037456
2779;40;2779;1047000;2025-01-30;47.67166666666666
178;86;178;1047008;2025-01-14;420.46181818181816
4945;56;4945;1047012;2025-03-05;661.5527272727272
4431;48;4431;1047016;2025-02-08;6501.401328578755
4385;14;4385;1047020;2025-02-26;1766.67
4306;20;4306;1047021;2025-02-18;1034.355
3147;97;3147;1047022;2025-03-08;725.6866666666666
2924;80;2924;1047023;2025-01-09;8306.741881238893
3604;74;3604;1047027;2025-03-01;24.149068322981368
2047;41;2047;1047030;2025-01-05;1818.96
2892;40;2892;1047032;2025-03-01;5119.869638351556
4328;30;4328;1047033;2025-02-14;471.696
2155;62;2155;1047048;2025-03-02;3698.8276544741143
3627;53;3627;1047055;2025-02-22;0.5891666666666667
4542;38;4542;1047057;2025-01-23;246.59583333333333
1002;15;1002;1047059;2025-02-21;938.3305298570226
127;88;127;1047062;2025-01-29;130.9192
1864;56;1864;1047064;2025-01-14;66.11320626276378
3149;47;3149;1047067;2025-01-08;56.04247443377879
4216;56;4216;1047069;2025-01-18;188.3
4747;71;4747;1047072;2025-01-03;240.75949999999997
3745;44;3745;1047077;2025-02-26;2751.185
1126;95;1126;1047078;2025-03-10;33.360562143170846
1075;66;1075;1047081;2025-03-10;2070.955
1676;70;1676;1047083;2025-01-18;24.18197521592189
1370;72;1370;1047085;2025-01-19;171.81
1299;36;1299;1047093;2025-01-15;9671.351976450798
2064;98;2064;1047098;2025-01-02;0.828
2983;21;2983;1047104;2025-01-05;4215.13
824;2;824;1047108;2025-03-06;226.92166666666665
1379;76;1379;1049159;2025-02-12;231.23825000000002
1428;85;1428;1049163;2025-02-08;325.6508
3075;57;3075;1049169;2025-02-02;763.0875
2405;37;2405;1049171;2025-03-05;1675.745
343;1;343;1049174;2025-02-11;3364.05
1035;54;1035;1049179;2025-01-25;4003.577860201076
223;72;223;1049180;2025-01-24;23.054285714285715
4312;36;4312;1049181;2025-02-24;893.0536363636364
2409;37;2409;1049186;2025-01-12;2509.05
2939;39;2939;1049188;2025-01-09;4843.695
359;55;359;1049198;2025-01-26;7953.143397813288
2196;26;2196;1049200;2025-02-09;2814.7
269;86;269;1049205;2025-03-01;169.71560000000002
100;29;100;1049206;2025-03-07;4.293328795098707
999;84;999;1049221;2025-03-10;3977.885
1255;42;1255;1049222;2025-02-13;800.0063636363636
2916;91;2916;1049235;2025-01-29;3517.165
2070;70;2070;1049236;2025-02-19;481.7
4322;74;4322;1049240;2025-01-31;485.93999999999994
4841;73;4841;1049257;2025-03-03;6651.124894869638
3821;4;3821;1049259;2025-01-03;1480.5066250044724
2558;58;2558;1049260;2025-02-26;1669.1200000000001
3468;78;3468;1049261;2025-03-01;2367.585
890;92;890;1049263;2025-01-12;27.189
4142;23;4142;1049267;2025-03-03;711.114
4862;7;4862;1049268;2025-01-22;336.77160000000003
2261;92;2261;1049275;2025-01-26;455.0775
4428;39;4428;1049276;2025-01-24;10.82909843779409
411;66;411;1049278;2025-01-26;148.715
357;57;357;1049283;2025-01-12;224.74200000000002
1580;14;1580;1049288;2025-01-03;321.596
766;29;766;1049292;2025-02-14;512.3381818181819
3339;3;3339;1049297;2025-01-02;16.490469707283864
4929;21;4929;1049299;2025-03-09;1411.4575
4860;53;4860;1049303;2025-02-25;861.24
1468;85;1468;1049316;2025-03-04;840.0021026072329
4159;99;4159;1049319;2025-02-16;2953.865
4679;51;4679;1049330;2025-01-27;3.343447239954938
1634;1;1634;1049333;2025-01-05;42.70401633764465
4480;91;4480;1049334;2025-02-01;11.286644135686569
4431;48;4431;1049338;2025-01-19;197.155
4743;71;4743;1049339;2025-02-05;37.09823008849557
4760;77;4760;1049340;2025-02-07;71.6656
2323;27;2323;1049341;2025-02-23;3.0500000000000003
4038;96;4038;1049369;2025-01-02;184.25525
1517;19;1517;1049370;2025-02-11;147.2904
3238;87;3238;1049379;2025-02-07;23.749705845537616
1058;60;1058;1049380;2025-03-01;1058.07
4939;33;4939;1049381;2025-01-30;10113.330529857021
4331;58;4331;1049382;2025-01-25;300.36
1576;7;1576;1049383;2025-02-08;63.614250000000006
3396;27;3396;1049385;2025-01-21;260.6876
3597;51;3597;1049387;2025-02-26;121.8788
4172;56;4172;1049389;2025-03-10;501.4241666666667
1615;68;1615;1049391;2025-03-09;181.1225
1690;26;1690;1049392;2025-01-27;2782.42
2784;77;2784;1049396;2025-01-08;11752.555188493601
979;8;979;1049401;2025-01-09;4447.685
863;77;863;1049403;2025-01-22;271.715
843;92;843;1049405;2025-02-14;7.214499659632402
4726;49;4726;1049406;2025-02-15;17.721
3258;50;3258;1049407;2025-02-24;1023.162
1341;26;1341;1049410;2025-02-07;661.5857142857143
1156;66;1156;1049411;2025-01-05;151.88
1554;81;1554;1049413;2025-01-28;4741.261076458873
3537;4;3537;1049419;2025-01-10;18.04567733151804
3660;45;3660;1049420;2025-02-05;39.20139281008847
3017;26;3017;1049421;2025-03-03;54.87978216473792
678;30;678;1049425;2025-02-23;9097.949957947854
1637;4;1637;1049429;2025-02-20;47.78230088495575
4588;19;4588;1049430;2025-01-19;1868.22960470984
251;93;251;1049433;2025-03-03;943.445
2508;45;2508;1049438;2025-02-06;4522.403280067283
4406;63;4406;1049441;2025-02-17;4881.886038687972
613;69;613;1049444;2025-02-10;4463.305
3574;36;3574;1049450;2025-01-05;27.353723571114877
648;15;648;1049459;2025-02-03;368.4816
2033;92;2033;1049463;2025-02-05;63.70435670524166
4014;61;4014;1049466;2025-02-16;1248.445
894;88;894;1049475;2025-02-19;10228.684897852092
1720;92;1720;1049480;2025-01-24;204.86875
2009;81;2009;1049481;2025-02-11;115.32363636363635
2688;48;2688;1049483;2025-02-01;3625.245
3614;41;3614;1049485;2025-02-15;734.4483333333333
1827;58;1827;1049486;2025-01-23;1599.55
1506;95;1506;1049489;2025-02-07;384.6781818181818
2329;18;2329;1049491;2025-01-17;1140.1703111858703
4430;36;4430;1049493;2025-01-22;605.709090909091
3521;94;3521;1049498;2025-01-03;4366.885
1002;15;1002;1049500;2025-03-04;4748.927670311186
1134;42;1134;1049501;2025-01-23;11664.456344142447
1995;23;1995;1049507;2025-03-01;784.63
2993;58;2993;1049508;2025-03-05;48.68385720559634
2679;75;2679;1049518;2025-02-25;142.25425
3983;16;3983;1049524;2025-02-11;7782.159377628259
1310;58;1310;1049526;2025-02-28;24.70525
699;63;699;1049527;2025-02-08;25.19900872074785
2348;26;2348;1049528;2025-02-17;26.63103080494385
1029;92;1029;1049529;2025-03-02;2524.57
3742;91;3742;1049532;2025-02-09;4205.17
1419;76;1419;1049535;2025-03-06;3131.25
2259;2;2259;1049536;2025-01-04;18.127235083756826
3143;5;3143;1049537;2025-03-03;50.493396868618106
1476;96;1476;1049540;2025-02-23;21.58608086118413
315;87;315;1049541;2025-01-25;232.814
1066;17;1066;1049547;2025-01-01;4608.69
116;79;116;1049550;2025-02-03;8110.99714963804
4997;17;4997;1049555;2025-02-17;18.2256
2224;62;2224;1049558;2025-01-20;21.972787582926525
3301;60;3301;1049563;2025-01-28;455.1934398654331
4000;41;4000;1049567;2025-01-25;52.113808896417595
711;64;711;1049575;2025-01-01;166.90040000000002
2313;31;2313;1049576;2025-02-19;67.1984
3558;37;3558;1049578;2025-02-06;221.4664
4188;24;4188;1049580;2025-02-05;7309.556349873844
2596;41;2596;1049583;2025-02-18;4.03942921517086
202;12;202;1049586;2025-02-02;556.6714285714286
4309;27;4309;1049589;2025-01-11;196.41325
3330;86;3330;1049592;2025-02-28;30.240918501788073
1686;80;1686;1049603;2025-02-19;893.5972727272728
3569;63;3569;1049604;2025-01-10;9.216746085772634
377;5;377;1049605;2025-03-10;183.88083333333336
4594;48;4594;1049609;2025-02-17;101.70750000000001
3905;59;3905;1049611;2025-02-12;3676.8
4290;30;4290;1049614;2025-01-08;19.689973713856553
3322;15;3322;1049618;2025-03-05;8.451666666666666
4581;86;4581;1049619;2025-01-01;74.976
2676;44;2676;1049630;2025-03-06;11666.340683848348
2583;34;2583;1049631;2025-02-03;673.85
3452;78;3452;1049636;2025-02-06;5581.807773497597
1190;74;1190;1049641;2025-03-10;4.687094755288522
271;25;271;1049647;2025-01-06;408.0128571428572
1747;53;1747;1049648;2025-01-03;3742.425
3219;58;3219;1049649;2025-02-20;1171.912857142857
2063;37;2063;1049650;2025-01-19;787.4739999999999
772;93;772;1049652;2025-01-17;2934.2150771028873
4903;23;4903;1049654;2025-03-10;6566.733055850398
1381;77;1381;1049655;2025-01-11;1696.0470984020185
1361;35;1361;1049658;2025-03-03;8052.260302775441
3030;98;3030;1049664;2025-02-10;389.7644
1140;60;1140;1049672;2025-02-13;2268.585
3130;54;3130;1049673;2025-01-03;4292.61
3271;26;3271;1049674;2025-01-09;1123.39
1346;45;1346;1049675;2025-01-29;4035.28
2157;95;2157;1049677;2025-02-27;52.282
2644;59;2644;1049684;2025-01-20;2905.5403700588727
4512;9;4512;1049685;2025-02-04;4421.63
3805;46;3805;1049690;2025-01-15;626.2616666666667
3622;85;3622;1049699;2025-01-16;5228.626997476871
44;60;44;1049701;2025-01-01;329.6581818181818
1441;70;1441;1049707;2025-01-27;94.98545454545454
4207;66;4207;1049713;2025-01-23;127.68166666666667
1495;38;1495;1049716;2025-01-04;4421.18
202;12;202;1049725;2025-01-11;2123.235
4540;55;4540;1049728;2025-01-21;136.6044
1449;1;1449;1049730;2025-02-08;145.15166666666667
2532;43;2532;1049732;2025-01-08;246.41225
1754;10;1754;1049736;2025-02-28;141.52285714285713
4608;18;4608;1049743;2025-02-04;8792.996934966428
428;33;428;1049750;2025-02-10;651.6263636363636
2221;55;2221;1049753;2025-02-19;666.4085714285713
859;17;859;1049760;2025-02-26;3215.795
1754;10;1754;1049761;2025-01-21;4276.54
2386;98;2386;1049762;2025-01-10;42.93832539142274
900;50;900;1049763;2025-01-13;629.4727272727273
4649;63;4649;1049764;2025-02-09;1195.606
2038;98;2038;1049765;2025-01-28;44.63479515653429
4695;31;4695;1049776;2025-03-07;1.7314807860808612
790;34;790;1049778;2025-03-04;232.89025
1286;25;1286;1049780;2025-02-12;59.26030491247883
4302;92;4302;1049781;2025-02-06;295.7632464255677
934;39;934;1049783;2025-02-05;39.50275
3207;39;3207;1049790;2025-01-23;2451.875
2964;4;2964;1049797;2025-02-17;295.37199999999996
2510;54;2510;1049799;2025-02-13;62.91484002722941
1404;79;1404;1049801;2025-02-12;9851.32464255677
3247;75;3247;1049802;2025-02-09;18.788784578795845
2962;84;2962;1049803;2025-01-17;292.70166666666665
1946;73;1946;1049806;2025-02-25;54.698
3551;78;3551;1049809;2025-02-25;26.786250000000003
3689;67;3689;1049810;2025-02-27;8455.974430225764
11;72;11;1049813;2025-01-29;1.0453123044185757
2753;4;2753;1049823;2025-02-14;1670.9025
2500;95;2500;1049825;2025-01-15;6.687295030667167
4337;83;4337;1049827;2025-02-23;14.856052071598448
1785;65;1785;1049829;2025-02-26;3466.0113540790576
341;15;341;1049830;2025-01-16;3393.07
4471;31;4471;1049833;2025-02-14;1723.01
2824;71;2824;1049834;2025-01-15;139.00571428571428
1877;81;1877;1049835;2025-01-09;342.1668
2828;86;2828;1049836;2025-02-15;1052.2025
3952;37;3952;1049838;2025-01-25;245.44074999999998
3656;78;3656;1049842;2025-01-09;636.25
3090;10;3090;1049843;2025-03-01;2487.7325
2444;99;2444;1049848;2025-01-07;1595.765
1188;24;1188;1049849;2025-02-10;116.3309090909091
2585;62;2585;1049851;2025-01-10;541.5014285714286
3009;86;3009;1049852;2025-01-12;38.02321307011572
504;39;504;1049856;2025-02-25;5140.9438395210445
568;35;568;1049857;2025-03-10;168.02625
2993;58;2993;1049858;2025-03-05;564.3725
2178;95;2178;1049863;2025-01-22;6053.164423885618
2043;44;2043;1049866;2025-02-06;4458.14
2704;33;2704;1049867;2025-02-28;2772.045
686;4;686;1049869;2025-01-07;62.53792584227367
4113;3;4113;1049874;2025-01-16;1071.8957142857143
4274;84;4274;1049879;2025-02-13;10031.365907762765
3878;19;3878;1049880;2025-02-27;22.566723131940524
1993;88;1993;1049884;2025-01-28;11.565782044042916
3791;13;3791;1049892;2025-01-31;5817.827284761893
3983;16;3983;1049893;2025-02-13;2316.0125
1352;16;1352;1049894;2025-01-18;3.192232887885062
4870;88;4870;1049896;2025-01-31;26.164125729343123
2947;99;2947;1049898;2025-03-03;608.582
1035;54;1035;1049900;2025-02-12;951.77
2540;1;2540;1049904;2025-03-02;190.9185
1601;18;1601;1049905;2025-02-18;137.222
1936;58;1936;1049906;2025-03-08;259.2264
4339;57;4339;1049909;2025-01-27;90.6172
3987;73;3987;1049914;2025-02-25;11.550081361872575
3937;83;3937;1049915;2025-02-09;18.177343847790713
3721;78;3721;1049917;2025-01-28;9944.028595458369
3556;51;3556;1049923;2025-02-22;6.337063462260609
2664;27;2664;1049925;2025-02-26;79.82600000000001
2032;56;2032;1049926;2025-01-30;5214.683538265215
4063;98;4063;1049931;2025-01-12;2268.0294338632543
4623;20;4623;1049933;2025-01-17;1676.2825
66;89;66;1049938;2025-01-20;499.66909090909087
2750;53;2750;1049941;2025-02-15;216.9804
2037;33;2037;1049946;2025-01-01;769.6945454545454
1863;77;1863;1049950;2025-01-03;1189.0585714285714
2780;72;2780;1049957;2025-01-14;350.0096
332;30;332;1049963;2025-02-19;4861.07168839223
1472;21;1472;1049968;2025-01-24;752.0309090909091
973;37;973;1049974;2025-02-26;534.1125000000001
3806;77;3806;1049985;2025-02-27;875.1228571428571
1846;64;1846;1049987;2025-01-06;26.58876786929884
4186;4;4186;1049988;2025-01-26;374.545
2478;29;2478;1049990;2025-02-18;323.076
16;31;16;1049991;2025-02-20;53.028999319264805
3328;11;3328;1049997;2025-02-03;3425.235
374;50;374;1049999;2025-02-17;60.19687558817994
3324;59;3324;1050000;2025-02-19;190.2005
1159;50;1159;1050008;2025-02-27;203.86083333333332
4526;15;4526;1050009;2025-03-06;1631.525
2228;98;2228;1050015;2025-01-09;1.9756296800544588
4087;28;4087;1050016;2025-02-27;317.5632
460;89;460;1050018;2025-02-23;882.4890909090908
2079;37;2079;1050021;2025-03-06;39.419128658951664
4631;29;4631;1050022;2025-01-25;71.3712
1860;26;1860;1050023;2025-01-20;856.765
3670;12;3670;1050025;2025-03-07;3945.015
439;41;439;1050030;2025-02-11;1138.96
2950;1;2950;1050032;2025-01-26;230.75090909090912
129;29;129;1050035;2025-02-16;310.9081818181818
811;13;811;1050040;2025-01-30;90.5335
4753;49;4753;1050044;2025-01-08;64.0888
342;46;342;1050061;2025-01-08;0.8041557141068971
4445;36;4445;1050065;2025-01-25;2156.8
548;94;548;1050068;2025-01-27;6966.618564323963
1180;46;1180;1050077;2025-01-10;58.92791266704311
959;25;959;1050078;2025-02-19;276.4888
126;61;126;1050081;2025-03-04;2195.965
1902;80;1902;1050099;2025-01-04;1489.022
4166;16;4166;1050101;2025-01-25;40.0294246815986
1490;73;1490;1050110;2025-01-18;178.2995
3884;31;3884;1050122;2025-01-22;0.5668481960517359
2351;6;2351;1050124;2025-01-07;300.05
1436;65;1436;1050125;2025-02-04;5813.271476105857
2828;86;2828;1050127;2025-02-23;8867.666877362879
2378;98;2378;1050129;2025-01-08;1.098
195;19;195;1050132;2025-01-20;68.4592
3051;84;3051;1050134;2025-01-14;294.5688
2638;63;2638;1050137;2025-02-22;1386.515
680;40;680;1050140;2025-01-25;1074.1871428571428
3892;51;3892;1050141;2025-01-29;50.08984252462513
4468;30;4468;1050145;2025-02-08;732.5858333333334
4450;90;4450;1050146;2025-01-14;422.72749999999996
195;19;195;1050147;2025-02-09;52.122727272727275
2369;96;2369;1050148;2025-02-18;1333.065
4264;15;4264;1050150;2025-01-19;50.41483154526633
1798;39;1798;1050154;2025-02-15;4232.18
3223;81;3223;1050159;2025-01-14;221.74625
1295;6;1295;1050165;2025-02-21;1495.45
3665;12;3665;1050174;2025-01-31;293.96363636363634
256;14;256;1050176;2025-03-03;2153.475
3129;29;3129;1050179;2025-01-09;35.6812848986762
3147;97;3147;1050180;2025-03-01;596.1416666666667
2179;28;2179;1050184;2025-01-17;115.82416666666667
4594;48;4594;1050190;2025-03-07;420.3866666666667
1237;72;1237;1050195;2025-03-05;817.0958333333333
758;89;758;1050208;2025-03-04;1031.28
1295;6;1295;1050217;2025-01-20;32.67450906581342
1264;96;1264;1050223;2025-01-01;2345.468881412952
3517;50;3517;1050225;2025-02-26;350.4132
2184;97;2184;1050226;2025-03-05;709.55
641;28;641;1050227;2025-02-07;1331.5214285714285
761;45;761;1050229;2025-01-25;6411.049201009251
1549;68;1549;1050230;2025-02-23;77.40104234993859
2911;87;2911;1050231;2025-01-27;465.82428571428574
1470;18;1470;1050238;2025-02-21;45.084509693205355
4562;38;4562;1050268;2025-02-21;97.26333333333334
4668;87;4668;1050269;2025-02-02;132.59727272727272
1583;16;1583;1050273;2025-01-13;1721.4278047442428
2102;57;2102;1050278;2025-01-20;755.22
3381;11;3381;1050279;2025-03-06;484.75
819;91;819;1050284;2025-02-26;21.625635234330886
4659;22;4659;1050299;2025-02-21;2835.788142971294
1744;55;1744;1050301;2025-02-27;290.64
1596;88;1596;1050305;2025-01-11;2749.3828191153143
3418;44;3418;1050312;2025-02-26;1219.01
1108;25;1108;1050319;2025-02-02;881.8690909090909
183;5;183;1050321;2025-02-28;284.0781818181818
556;69;556;1050325;2025-02-02;6133.060620878007
2824;71;2824;1050328;2025-02-26;37.99945541184479
707;71;707;1050332;2025-01-14;6167.682926829268
2453;53;2453;1050335;2025-01-24;215.6936
3797;89;3797;1050342;2025-01-12;3184.82
467;15;467;1050349;2025-02-23;4642.715
1869;82;1869;1050351;2025-02-11;874.92
3633;64;3633;1050353;2025-02-11;4.795193390912505
4843;10;4843;1050355;2025-01-05;90.85714285714286
2033;92;2033;1050361;2025-02-08;52.0228
2753;4;2753;1050369;2025-02-19;1967.2875
423;4;423;1050375;2025-01-20;4322.185
4978;15;4978;1050376;2025-03-06;51.23056653491437
1442;41;1442;1050393;2025-01-30;2154.26
2308;24;2308;1050394;2025-01-15;846.8275
2806;94;2806;1050395;2025-02-27;804.7845454545454
3593;90;3593;1050401;2025-01-22;3440.455
2881;28;2881;1050404;2025-02-11;33.3228
2965;51;2965;1050407;2025-02-27;3.7514832895230943
86;26;86;1050408;2025-02-25;126.1164
1790;19;1790;1050416;2025-01-13;3201.98
1811;26;1811;1050420;2025-01-22;13.733923081749172
599;15;599;1050421;2025-02-23;220.86666666666667
1142;76;1142;1050424;2025-02-04;7317.830109335576
3194;85;3194;1050425;2025-02-08;363.0428
4282;82;4282;1050429;2025-01-30;4895.111438183347
3928;96;3928;1050433;2025-01-15;13.75058205031919
2782;1;2782;1050443;2025-02-20;85.791
171;18;171;1050453;2025-02-12;1773.9875
2412;87;2412;1050456;2025-03-02;238.26727272727274
256;14;256;1050475;2025-01-17;420.35571428571427
2518;75;2518;1050476;2025-02-03;66.99275
2998;44;2998;1050478;2025-01-17;1620.01
2847;87;2847;1050480;2025-02-26;10200.473086627419
1342;51;1342;1050482;2025-02-17;2319.785
679;90;679;1050489;2025-01-11;24.433871573413445
3951;12;3951;1050490;2025-01-20;22.082888972336963
866;44;866;1050491;2025-02-16;603.6783333333334
947;67;947;1050496;2025-01-03;880.92
2983;21;2983;1050498;2025-01-25;731.565
1531;5;1531;1050499;2025-01-08;993.7457142857144
1800;32;1800;1050500;2025-02-04;4592.495
3876;56;3876;1050503;2025-01-20;366.825
1420;43;1420;1050505;2025-01-24;36.16775
1679;44;1679;1050506;2025-02-16;777.492
3742;91;3742;1050508;2025-03-10;29.516594516594516
1190;74;1190;1050511;2025-03-08;1369.152857142857
4805;49;4805;1050514;2025-02-18;10104.223067657338
1540;72;1540;1050515;2025-02-22;48.63473241734112
2797;69;2797;1050517;2025-02-22;328.8828
1354;74;1354;1050521;2025-01-25;387.102
4129;50;4129;1050525;2025-03-03;28.558999999999997
3453;75;3453;1050526;2025-02-17;5526.899545611755
3740;41;3740;1050528;2025-01-18;146.81925
4639;5;4639;1050531;2025-02-22;34.646970728386655
339;27;339;1050534;2025-02-23;852.8342857142858
1678;19;1678;1050541;2025-03-05;8398.097140454163
403;51;403;1050546;2025-01-01;36.36997957794418
248;39;248;1050553;2025-01-31;880.75
776;5;776;1050558;2025-01-31;3.744849167605458
3381;11;3381;1050560;2025-03-03;53.33533015656909
756;74;756;1050563;2025-02-26;23.91643509826011
1266;57;1266;1050568;2025-02-06;30.991218515997275
4425;74;4425;1050573;2025-03-05;7.665414945550131
3454;84;3454;1050576;2025-02-10;1095.0063078216988
757;6;757;1050584;2025-01-28;157.8155
4275;13;4275;1050585;2025-03-08;113.06800000000001
4722;8;4722;1050596;2025-01-10;3866.655
4560;79;4560;1050597;2025-01-09;1543.8705291655237
2091;49;2091;1050598;2025-01-27;30.308739569609138
1486;56;1486;1050600;2025-02-24;203.09279999999998
706;96;706;1050602;2025-02-28;472.5257142857143
3633;64;3633;1050608;2025-02-17;6435.556774678291
3867;49;3867;1050619;2025-02-24;205.8644
2103;91;2103;1050621;2025-02-05;1545.8775
686;4;686;1050622;2025-02-05;553.3075
2521;77;2521;1050627;2025-02-24;70.7344
1597;47;1597;1050629;2025-02-19;394.99559999999997
2994;90;2994;1050630;2025-02-19;11330.987847201517
4340;20;4340;1050636;2025-03-04;7.185833490181317
3009;86;3009;1050641;2025-02-18;16.927034318338666
3240;22;3240;1050652;2025-01-12;1409.575
1199;85;1199;1050656;2025-02-27;677.7316666666667
3291;26;3291;1050659;2025-03-08;269.7341666666667
4879;97;4879;1050662;2025-03-03;75.43166666666666
3926;97;3926;1050668;2025-01-12;700.7914285714286
4728;67;4728;1050676;2025-01-18;12.580272875203404
2036;69;2036;1050681;2025-01-06;5767.6895371441515
773;29;773;1050687;2025-01-15;342.3458333333333
2076;55;2076;1050694;2025-01-31;2115.755
3728;85;3728;1050698;2025-01-03;235.86225
4868;10;4868;1050699;2025-02-26;1973.4
4701;1;4701;1050700;2025-03-03;44.762
4032;13;4032;1050702;2025-01-12;1795.1375
4087;28;4087;1050705;2025-03-09;1426.6785714285713
4901;30;4901;1050706;2025-02-03;95.4465
1888;82;1888;1050708;2025-01-08;25.09155888359428
2449;68;2449;1050709;2025-01-05;872.834314550042
1012;62;1012;1050711;2025-02-03;32.4928522804629
3058;14;3058;1050718;2025-01-03;846.670909090909
2214;79;2214;1050723;2025-02-02;366.965
146;47;146;1050724;2025-01-03;2604.255
288;77;288;1050728;2025-01-18;1446.515
4650;26;4650;1050729;2025-02-22;1958.705
1797;60;1797;1050731;2025-02-15;16.85294780322944
2721;1;2721;1050732;2025-03-06;1.2666666666666668
4107;53;4107;1050738;2025-03-06;1383.285
695;45;695;1050743;2025-02-07;15.174164476154713
2217;98;2217;1050745;2025-02-21;774.2608737134611
1296;82;1296;1050746;2025-02-12;7.363852961198094
3585;39;3585;1050747;2025-01-29;264.4388
3321;97;3321;1050757;2025-03-07;362.63480000000004
753;45;753;1050771;2025-02-10;523.5083333333333
4636;16;4636;1050778;2025-01-14;41.91275
612;50;612;1050786;2025-01-22;8273.044575273338
4763;25;4763;1050788;2025-02-27;7.965179747788444
4554;5;4554;1050789;2025-03-01;646.6675
1549;68;1549;1050793;2025-02-01;1020.045
183;5;183;1050794;2025-02-19;1096.5520000000001
