customer_id,loan_id,loan_amount,loant_type,interest_rate,loan_term,approval_rejection_date,loan_status
1103,1103,"24705,61",personal,"0,0110",60,4/13/2022,closed
1104,1104,"35541,81",mortgage,"0,0506",36,10/19/2022,closed
1105,1105,"45408,79",auto,"0,0485",48,8/23/2022,closed
1106,1106,"39236,51",personal,"0,0105",60,04.12.2020,closed
1107,1107,"13525,76",auto,"0,0510",36,1/14/2022,approved
1108,1108,"12921,92",auto,"0,0178",24,11.07.2020,approved
1109,1109,"18472,75",auto,"0,0516",24,10.06.2020,approved
1110,1110,"6416,47",mortgage,"0,0346",48,9/15/2020,rejected
1111,1111,"33809,09",mortgage,"0,0051",60,12.04.2021,closed
1112,1112,"47121,66",mortgage,"0,0187",24,6/30/2022,approved
1113,1113,"32463,11",mortgage,"0,0057",12,3/28/2020,closed
1114,1114,"27135,31",auto,"0,0080",12,8/24/2022,rejected
1115,1115,"25664,11",personal,"0,0095",60,8/28/2020,rejected
1116,1116,"30038,04",mortgage,"0,0079",12,8/13/2021,approved
1117,1117,"35820,03",personal,"0,0210",48,12/13/2021,rejected
1118,1118,"39954,97",auto,"0,0574",24,01.08.2022,closed
1119,1119,"35217,74",auto,"0,0262",24,05.06.2020,closed
1120,1120,"35546,56",personal,"0,0029",60,04.03.2022,approved
1121,1121,"47634,96",auto,"0,0356",36,03.04.2020,rejected
1122,1122,"45067,83",mortgage,"0,0322",24,9/27/2020,approved
1123,1123,"41372,24",auto,"0,0316",36,7/21/2020,approved
1124,1124,"3124,65",mortgage,"0,0030",36,8/22/2021,closed
1125,1125,"33774,5",auto,"0,0184",60,12.10.2021,approved
1126,1126,"23294,06",mortgage,"0,0303",36,3/17/2020,closed
1127,1127,"31262,36",personal,"0,0243",36,3/27/2020,approved
1128,1128,"34627,83",auto,"0,0162",60,7/31/2021,closed
1129,1129,"36017,94",auto,"0,0507",60,11/17/2020,closed
1130,1130,"43601,89",mortgage,"0,0106",60,5/13/2022,approved
1131,1131,"45589,57",mortgage,"0,0208",60,12/25/2022,approved
1132,1132,"30734,59",personal,"0,0429",60,8/31/2020,approved
1133,1133,"44814,05",mortgage,"0,0566",12,5/30/2021,rejected
1134,1134,"38466,46",personal,"0,0421",48,9/13/2020,approved
1135,1135,"10933,54",auto,"0,0364",24,12/26/2022,closed
1136,1136,"2730,28",mortgage,"0,0427",60,8/31/2021,closed
1137,1137,"1484,53",mortgage,"0,0226",36,1/14/2020,closed
1138,1138,"29744,54",auto,"0,0598",24,10/30/2022,approved
1139,1139,"26558,07",personal,"0,0018",60,05.04.2022,rejected
1140,1140,"35122,06",personal,"0,0419",12,10/21/2022,rejected
1141,1141,"42298,59",mortgage,"0,0229",36,12.04.2022,closed
1142,1142,"9057,68",auto,"0,0452",12,8/28/2022,rejected
1143,1143,"42965,16",mortgage,"0,0427",48,4/20/2022,rejected
1144,1144,"5806,02",personal,"0,0127",48,03.02.2021,approved
1145,1145,"44278,92",personal,"0,0072",60,06.06.2021,closed
1146,1146,"42673,84",personal,"0,0248",48,2/28/2021,closed
1147,1147,"35150,83",auto,"0,0065",60,03.07.2020,rejected
1148,1148,"15701,43",auto,"0,0122",60,01.04.2021,closed
1149,1149,"5577,26",auto,"0,0509",48,09.05.2022,approved
1150,1150,"39126,27",auto,"0,0572",48,10/27/2020,rejected
1151,1151,"11676,09",mortgage,"0,0526",12,5/16/2020,rejected
1152,1152,"22605,92",personal,"0,0114",12,8/16/2020,approved
1153,1153,"27012,09",personal,"0,0056",12,07.10.2021,approved
1154,1154,"34586,67",mortgage,"0,0047",36,11.08.2022,approved
1155,1155,"24884,47",mortgage,"0,0068",36,05.10.2020,approved
1156,1156,"35032,13",mortgage,"0,0253",24,7/28/2022,rejected
1157,1157,"40887,87",mortgage,"0,0407",60,07.04.2022,closed
1158,1158,"35939,98",mortgage,"0,0293",60,1/15/2021,approved
1159,1159,"15675,63",auto,"0,0570",36,4/14/2020,closed
1160,1160,"44820,02",mortgage,"0,0068",36,02.06.2022,closed
1161,1161,27978,auto,"0,0468",60,12/23/2021,approved
1162,1162,"23803,37",mortgage,"0,0511",24,06.01.2021,closed
1163,1163,"29177,3",mortgage,"0,0518",48,11.06.2022,closed
1164,1164,"24677,78",auto,"0,0368",24,9/14/2022,closed
1165,1165,"38000,39",mortgage,"0,0596",36,6/20/2020,closed
1166,1166,"21612,53",mortgage,"0,0268",36,11.12.2020,rejected
1167,1167,"39059,43",mortgage,"0,0497",48,8/23/2020,rejected
1168,1168,"38247,61",mortgage,"0,0582",48,11.05.2022,approved
1169,1169,"14566,65",mortgage,"0,0243",24,12.08.2021,closed
1170,1170,"5701,13",auto,"0,0085",60,8/20/2022,rejected
1171,1171,"42696,94",mortgage,"0,0244",60,3/19/2021,approved
1172,1172,"9277,07",auto,"0,0191",12,6/18/2021,closed
1173,1173,"2527,94",mortgage,"0,0086",24,03.08.2020,closed
1174,1174,20714,auto,"0,0123",36,04.05.2021,rejected
1175,1175,"13453,32",auto,"0,0246",12,9/25/2021,approved
1176,1176,"11797,7",auto,"0,0200",24,12/27/2022,closed
1177,1177,"9443,37",auto,"0,0034",60,10.08.2020,rejected
1178,1178,"37710,63",personal,"0,0257",48,02.04.2020,rejected
1179,1179,"39387,71",personal,"0,0479",36,02.07.2021,approved
1180,1180,"3273,09",mortgage,"0,0192",12,9/22/2020,rejected
1181,1181,"27793,78",mortgage,"0,0226",48,03.10.2020,approved
1182,1182,"7622,13",personal,"0,0172",36,4/22/2021,approved
1183,1183,"25478,15",personal,"0,0289",60,02.09.2022,approved
1184,1184,"18048,56",auto,"0,0023",60,12.05.2020,approved
1185,1185,"10888,99",auto,"0,0193",60,8/20/2022,closed
1186,1186,"47454,93",auto,"0,0409",24,5/13/2021,closed
1187,1187,"47880,56",auto,"0,0458",36,3/18/2022,rejected
1188,1188,"28634,56",mortgage,"0,0587",24,4/21/2020,rejected
1189,1189,"10214,45",auto,"0,0312",60,6/24/2021,approved
1190,1190,"29580,03",mortgage,"0,0158",36,9/16/2020,closed
1191,1191,"46496,46",personal,"0,0057",36,01.09.2021,rejected
1192,1192,"19510,28",personal,"0,0061",60,8/27/2022,approved
1193,1193,"7749,1",auto,"0,0247",24,10/18/2021,rejected
1194,1194,"34990,82",auto,"0,0287",12,05.12.2021,closed
1195,1195,"33157,18",mortgage,"0,0600",60,12.04.2021,approved
1196,1196,"1068,02",mortgage,"0,0322",60,04.09.2020,rejected
1197,1197,"42826,67",auto,"0,0333",12,1/18/2020,closed
1198,1198,"33376,61",personal,"0,0206",12,10/16/2022,closed
1199,1199,"10589,23",auto,"0,0184",36,03.02.2022,closed
1200,1200,"1158,7",personal,"0,0503",12,10/15/2020,closed
1201,1201,"48642,71",personal,"0,0490",36,8/24/2021,approved
1202,1202,"37979,31",auto,"0,0561",12,8/29/2022,closed
1203,1203,"18887,51",auto,"0,0423",24,05.09.2022,approved
1204,1204,"22206,63",personal,"0,0039",36,6/20/2021,closed
1205,1205,"27404,17",mortgage,"0,0376",24,02.02.2021,closed
1206,1206,"36212,77",mortgage,"0,0268",12,9/29/2022,closed
1207,1207,"9473,62",mortgage,"0,0271",24,01.04.2022,closed
1208,1208,"10590,72",personal,"0,0067",60,03.05.2022,rejected
1209,1209,"3365,21",personal,"0,0024",12,3/16/2020,closed
1210,1210,"49303,92",mortgage,"0,0561",36,6/15/2021,approved
1211,1211,"43902,98",auto,"0,0359",12,11/14/2020,closed
1212,1212,"28094,94",auto,"0,0470",48,02.04.2021,rejected
1213,1213,"22083,41",auto,"0,0529",60,08.10.2020,approved
1214,1214,"12634,56",personal,"0,0322",36,2/19/2021,approved
1215,1215,"30154,16",personal,"0,0150",12,5/31/2022,rejected
1216,1216,"34835,01",auto,"0,0057",60,12.06.2020,closed
1217,1217,"34769,96",personal,"0,0156",36,08.03.2022,closed
1218,1218,"1315,37",auto,"0,0578",60,8/31/2021,approved
1219,1219,"35399,91",mortgage,"0,0051",36,11.04.2020,approved
1220,1220,"43452,27",mortgage,"0,0322",60,3/14/2020,approved
1221,1221,"6630,92",auto,"0,0329",36,4/30/2022,approved
1222,1222,"38013,47",personal,"0,0322",36,4/29/2020,rejected
1223,1223,"41338,69",mortgage,"0,0149",48,12/16/2022,approved
1224,1224,"14532,3",auto,"0,0416",36,11.01.2022,approved
1225,1225,"35893,2",mortgage,"0,0569",48,9/23/2021,approved
1226,1226,"5740,99",personal,"0,0274",12,01.08.2021,closed
1227,1227,"32811,39",mortgage,"0,0187",12,3/24/2021,rejected
1228,1228,"26006,14",mortgage,"0,0080",60,06.04.2021,closed
1229,1229,"42642,76",auto,"0,0101",24,4/21/2021,closed
1230,1230,"23146,41",mortgage,"0,0399",24,08.07.2020,rejected
1231,1231,"21976,7",mortgage,"0,0591",12,01.08.2022,closed
1232,1232,"46755,46",personal,"0,0126",48,3/22/2022,approved
1233,1233,"46779,07",personal,"0,0470",36,12.07.2022,approved
1234,1234,"2749,87",mortgage,"0,0357",60,6/14/2021,approved
1235,1235,"24792,69",mortgage,"0,0366",36,5/18/2022,rejected
1236,1236,"8886,92",auto,"0,0485",36,6/30/2020,approved
1237,1237,"14411,6",mortgage,"0,0402",24,08.10.2021,approved
1238,1238,"33640,88",auto,"0,0439",12,4/20/2022,closed
1239,1239,"7335,11",personal,"0,0428",48,6/29/2022,approved
1240,1240,"1552,25",personal,"0,0312",24,06.04.2021,rejected
1241,1241,"36629,06",mortgage,"0,0599",36,1/27/2021,closed
1242,1242,"32425,87",auto,"0,0321",36,2/15/2020,rejected
1243,1243,"45230,55",auto,"0,0039",12,8/30/2020,rejected
1244,1244,"27573,2",mortgage,"0,0172",48,1/21/2022,closed
1245,1245,"47321,2",auto,"0,0132",12,01.09.2021,rejected
1246,1246,"30856,35",mortgage,"0,0224",60,06.12.2022,approved
1247,1247,"19970,37",personal,"0,0591",60,1/23/2022,rejected
1248,1248,"30814,72",mortgage,"0,0014",24,5/20/2022,closed
1249,1249,"37709,83",personal,"0,0308",12,10.11.2021,closed
1250,1250,"18029,52",personal,"0,0475",36,9/13/2020,approved
1251,1251,"19253,72",personal,"0,0483",60,3/31/2021,approved
1252,1252,"31866,93",auto,"0,0284",24,4/13/2021,rejected
1253,1253,"23324,01",auto,"0,0077",60,12/23/2022,closed
1254,1254,"26821,69",mortgage,"0,0111",60,3/26/2022,closed
1255,1255,49122,auto,"0,0178",60,04.03.2020,approved
1256,1256,"3144,97",auto,"0,0490",60,11.01.2020,rejected
1257,1257,"32747,12",auto,"0,0477",12,9/15/2020,approved
1258,1258,"46221,39",personal,"0,0128",36,3/29/2021,approved
1259,1259,"12574,36",personal,"0,0031",12,12/23/2020,approved
1260,1260,"11389,35",personal,"0,0350",24,3/23/2021,closed
1261,1261,"18786,9",personal,"0,0026",24,1/25/2020,closed
1262,1262,"4629,85",personal,"0,0522",24,2/25/2020,closed
1263,1263,"28453,95",auto,"0,0167",36,11/30/2022,closed
1264,1264,"32627,49",mortgage,"0,0156",12,6/15/2022,rejected
1265,1265,"41174,45",auto,"0,0569",24,3/27/2021,closed
1266,1266,"4242,63",mortgage,"0,0065",12,11/20/2020,rejected
1267,1267,"22373,06",personal,"0,0452",36,04.06.2022,closed
1268,1268,"39426,13",mortgage,"0,0539",36,10/31/2021,closed
1269,1269,"38646,79",auto,"0,0302",24,10/15/2020,closed
1270,1270,"4608,39",auto,"0,0375",12,3/18/2022,closed
1271,1271,"1558,38",auto,"0,0280",48,6/17/2021,rejected
1272,1272,"39383,06",personal,"0,0263",36,10/26/2021,approved
1273,1273,"7760,9",auto,"0,0197",24,09.01.2021,approved
1274,1274,"29311,69",auto,"0,0570",36,9/16/2020,approved
1275,1275,"5618,06",personal,"0,0337",12,2/18/2022,closed
1276,1276,"15480,05",auto,"0,0059",48,10/24/2021,approved
1277,1277,"8743,83",personal,"0,0479",48,10.02.2022,rejected
1278,1278,"37083,32",auto,"0,0249",48,9/19/2022,rejected
1279,1279,"33963,5",personal,"0,0010",48,12/26/2020,rejected
1280,1280,"7629,97",personal,"0,0171",60,11/24/2022,approved
1281,1281,"3907,19",auto,"0,0161",12,8/29/2020,rejected
1282,1282,"23850,43",mortgage,"0,0094",48,1/25/2021,closed
1283,1283,"10581,85",auto,"0,0466",12,02.02.2021,rejected
1284,1284,"1398,96",mortgage,"0,0328",60,3/25/2021,approved
1285,1285,"13949,36",auto,"0,0450",24,3/27/2020,approved
1286,1286,"11546,94",auto,"0,0541",60,2/18/2020,approved
1287,1287,34563,mortgage,"0,0001",36,12/19/2021,approved
1288,1288,"43182,29",personal,"0,0496",12,1/19/2022,rejected
1289,1289,"12644,31",mortgage,"0,0357",24,2/19/2022,rejected
1290,1290,"11929,34",mortgage,"0,0331",48,10/14/2021,closed
1291,1291,"20000,55",personal,"0,0475",24,07.05.2020,rejected
1292,1292,"9455,32",auto,"0,0308",60,6/23/2021,closed
1293,1293,"47393,94",mortgage,"0,0135",48,06.06.2020,approved
1294,1294,"12932,8",mortgage,"0,0229",60,8/15/2020,closed
1295,1295,"5573,13",mortgage,"0,0445",36,9/16/2020,rejected
1296,1296,"28287,55",auto,"0,0447",48,11.02.2022,approved
1297,1297,"27343,36",mortgage,"0,0396",12,1/19/2021,rejected
1298,1298,"31963,79",auto,"0,0386",48,09.03.2022,approved
1299,1299,"48368,43",mortgage,"0,0209",24,6/19/2021,closed
1300,1300,"16850,87",mortgage,"0,0435",24,10.08.2021,rejected
1301,1301,18619,personal,"0,0246",48,2/27/2022,approved
1302,1302,"17514,98",mortgage,"0,0373",24,5/16/2021,rejected
1303,1303,"31802,85",personal,"0,0273",60,12.02.2022,approved
1304,1304,"30599,38",personal,"0,0389",12,10/25/2021,rejected
1305,1305,"26911,55",auto,"0,0547",36,3/26/2021,closed
1306,1306,"18851,97",mortgage,"0,0222",60,06.04.2020,rejected
1307,1307,"21954,83",mortgage,"0,0489",36,9/30/2021,rejected
1308,1308,"39832,85",personal,"0,0011",12,11.08.2020,approved
1309,1309,"30853,09",personal,"0,0450",48,11/30/2021,rejected
1310,1310,"36099,08",auto,"0,0143",24,11/18/2021,closed
1311,1311,"14559,76",auto,"0,0389",48,6/13/2022,rejected
1312,1312,"45663,11",personal,"0,0502",48,9/28/2022,approved
1313,1313,"2722,97",mortgage,"0,0052",12,2/17/2021,rejected
1314,1314,"30189,15",auto,"0,0244",60,07.06.2021,closed
1315,1315,"40805,15",mortgage,"0,0465",12,06.08.2020,rejected
1316,1316,"43447,99",personal,"0,0442",48,1/20/2022,approved
1317,1317,"16658,03",personal,"0,0244",36,2/17/2020,rejected
1318,1318,"23527,79",personal,"0,0270",12,2/23/2021,closed
1319,1319,"2709,57",auto,"0,0020",60,11/28/2021,rejected
1320,1320,"39698,51",auto,"0,0162",12,12/20/2021,approved
1321,1321,"7104,03",personal,"0,0298",24,06.04.2020,closed
1322,1322,"21975,99",mortgage,"0,0246",60,9/24/2020,rejected
1323,1323,"49549,64",auto,"0,0434",24,10/26/2021,closed
1324,1324,"45969,12",personal,"0,0573",36,03.08.2022,approved
1325,1325,"17171,15",personal,"0,0048",48,07.06.2020,closed
1326,1326,"11970,15",mortgage,"0,0375",24,01.09.2022,closed
1327,1327,"13332,93",auto,"0,0266",24,01.01.2021,closed
1328,1328,"34554,5",auto,"0,0466",48,3/14/2021,approved
1329,1329,"36564,07",personal,"0,0002",36,03.05.2021,closed
1330,1330,"11608,16",personal,"0,0303",48,04.03.2020,rejected
1331,1331,"12759,51",auto,"0,0593",24,12.10.2021,closed
1332,1332,"16846,07",personal,"0,0109",12,5/16/2021,rejected
1333,1333,"22225,72",mortgage,"0,0318",24,10/17/2020,closed
1334,1334,"45956,07",personal,"0,0526",48,2/24/2021,rejected
1335,1335,"2298,88",mortgage,"0,0395",60,08.07.2020,approved
1336,1336,"32271,67",auto,"0,0271",60,11/30/2022,approved
1337,1337,"43223,18",personal,"0,0261",48,06.08.2022,closed
1338,1338,"36444,82",auto,"0,0583",60,02.03.2022,rejected
1339,1339,"11620,36",auto,"0,0080",48,3/14/2021,closed
1340,1340,"24360,59",mortgage,"0,0452",12,5/13/2020,closed
1341,1341,"45603,75",personal,"0,0168",48,5/31/2022,closed
1342,1342,"6670,16",auto,"0,0409",12,8/14/2022,rejected
1343,1343,"49388,05",mortgage,"0,0565",60,12/21/2022,rejected
1344,1344,"8037,56",mortgage,"0,0342",36,08.05.2020,closed
1345,1345,"7978,46",mortgage,"0,0552",60,08.01.2022,approved
1346,1346,"40830,11",auto,"0,0435",48,12/19/2022,approved
1347,1347,"41588,98",auto,"0,0390",60,7/28/2020,approved
1348,1348,"2858,01",mortgage,"0,0484",36,07.01.2022,rejected
1349,1349,"9246,96",personal,"0,0372",60,5/28/2020,rejected
1350,1350,"47477,86",mortgage,"0,0472",36,6/28/2020,closed
1351,1351,"14687,92",auto,"0,0476",24,02.06.2021,rejected
1352,1352,"1599,74",personal,"0,0448",48,5/26/2020,closed
1353,1353,"13448,06",mortgage,"0,0013",48,10.08.2022,approved
1354,1354,"37036,2",auto,"0,0377",36,10.07.2020,closed
1355,1355,"45906,22",auto,"0,0144",12,7/28/2022,rejected
1356,1356,"8602,67",mortgage,"0,0342",36,6/25/2022,approved
1357,1357,"11996,28",personal,"0,0131",24,08.10.2021,rejected
1358,1358,"22635,03",personal,"0,0373",48,06.04.2020,approved
1359,1359,"37666,82",mortgage,"0,0388",48,03.06.2020,rejected
1360,1360,"33276,15",auto,"0,0341",60,4/23/2022,rejected
1361,1361,"17049,15",mortgage,"0,0327",36,02.08.2022,approved
1362,1362,"4251,24",auto,"0,0194",24,11/22/2022,approved
1363,1363,"13395,07",auto,"0,0516",60,09.07.2020,approved
1364,1364,"11758,61",auto,"0,0395",12,10/18/2022,closed
1365,1365,"2031,63",auto,"0,0265",60,10/16/2022,closed
1366,1366,"48776,96",mortgage,"0,0230",24,1/16/2021,rejected
1367,1367,"13513,21",auto,"0,0474",36,10/14/2021,rejected
1368,1368,"41990,22",personal,"0,0134",12,3/30/2022,approved
1369,1369,"24758,22",personal,"0,0442",48,07.10.2020,rejected
1370,1370,"48642,25",mortgage,"0,0461",60,02.05.2022,approved
1371,1371,"8328,1",auto,"0,0286",24,11/17/2021,approved
1372,1372,"6422,98",auto,"0,0504",36,12/28/2020,rejected
1373,1373,"1120,68",auto,"0,0456",60,09.10.2021,approved
1374,1374,"36203,91",mortgage,"0,0499",24,5/15/2020,rejected
1375,1375,"16012,44",personal,"0,0567",12,09.03.2021,approved
1376,1376,"43647,39",auto,"0,0244",60,5/14/2022,closed
1377,1377,"32056,44",personal,"0,0542",60,09.05.2021,approved
1378,1378,"29294,16",auto,"0,0204",36,11.07.2022,rejected
1379,1379,"24857,69",auto,"0,0562",24,11.09.2022,closed
1380,1380,"13650,51",personal,"0,0358",24,08.06.2021,rejected
1381,1381,"4169,74",mortgage,"0,0464",48,09.07.2021,approved
1382,1382,"22734,83",auto,"0,0570",48,4/24/2020,approved
1383,1383,"5856,86",mortgage,"0,0027",24,09.04.2021,rejected
1384,1384,"45380,83",auto,"0,0279",60,8/22/2021,rejected
1385,1385,"41637,13",auto,"0,0566",12,6/15/2022,closed
1386,1386,"31368,3",auto,"0,0351",48,01.06.2021,closed
1387,1387,"23169,54",auto,"0,0473",48,4/14/2022,closed
1388,1388,"23255,57",mortgage,"0,0482",12,5/19/2022,rejected
1389,1389,"23761,24",mortgage,"0,0192",36,4/22/2022,rejected
1390,1390,"37527,69",personal,"0,0527",60,12.01.2022,rejected
1391,1391,"7184,05",mortgage,"0,0027",48,1/13/2022,rejected
1392,1392,"27033,49",mortgage,"0,0372",36,5/22/2022,rejected
1393,1393,"40820,67",personal,"0,0293",24,05.01.2021,approved
1394,1394,"25996,17",personal,"0,0201",48,1/21/2021,approved
1395,1395,"1673,32",auto,"0,0301",12,12/24/2022,approved
1396,1396,"12989,84",personal,"0,0327",24,04.06.2021,closed
1397,1397,"33760,65",mortgage,"0,0597",24,05.12.2021,approved
1398,1398,"46775,78",personal,"0,0047",60,06.05.2022,rejected
1399,1399,"44793,66",auto,"0,0497",36,6/14/2021,approved
1400,1400,"41312,54",mortgage,"0,0259",60,4/21/2020,rejected
1401,1401,"47558,04",auto,"0,0372",24,7/25/2021,approved
1402,1402,"14715,97",mortgage,"0,0291",60,1/25/2022,closed
1403,1403,"1607,49",personal,"0,0260",12,05.01.2021,rejected
1404,1404,"18364,36",personal,"0,0233",48,2/21/2021,rejected
1405,1405,"29273,54",personal,"0,0528",12,6/18/2020,approved
1406,1406,"16506,83",personal,"0,0196",24,12/21/2021,approved
1407,1407,"3165,98",personal,"0,0358",60,9/26/2020,closed
1408,1408,"25852,16",mortgage,"0,0281",36,01.05.2020,rejected
1409,1409,"10785,12",auto,"0,0258",36,05.03.2021,approved
1410,1410,"36650,99",auto,"0,0534",24,06.06.2022,approved
1411,1411,"5370,88",auto,"0,0335",48,12/18/2021,rejected
1412,1412,"47948,16",auto,"0,0481",60,11/22/2021,closed
1413,1413,"43957,34",personal,"0,0115",12,07.02.2020,rejected
1414,1414,"43818,85",auto,"0,0006",12,01.06.2020,rejected
1415,1415,"39704,64",auto,"0,0158",36,11/16/2020,closed
1416,1416,"32045,88",mortgage,"0,0304",12,05.07.2022,rejected
1417,1417,"3618,02",mortgage,"0,0350",48,11.02.2022,rejected
1418,1418,"33458,87",personal,"0,0243",24,11.08.2020,approved
1419,1419,"37599,44",mortgage,"0,0136",60,4/29/2022,closed
1420,1420,"7410,18",personal,"0,0346",12,05.12.2022,closed
1421,1421,"31172,05",auto,"0,0181",24,4/23/2020,closed
1422,1422,"24464,51",auto,"0,0287",60,07.12.2022,approved
1423,1423,"24149,64",personal,"0,0353",24,6/15/2020,closed
1424,1424,"10773,65",auto,"0,0064",12,11.09.2022,rejected
1425,1425,"37232,47",personal,"0,0161",24,02.07.2021,rejected
1426,1426,"46331,11",mortgage,"0,0543",48,04.07.2020,rejected
1427,1427,"39602,36",mortgage,"0,0158",36,11/20/2021,closed
1428,1428,"19082,58",auto,"0,0006",60,5/21/2020,closed
1429,1429,"49224,69",mortgage,"0,0345",60,9/27/2020,closed
1430,1430,"18844,34",personal,"0,0244",48,09.11.2021,approved
1431,1431,"12486,77",mortgage,"0,0039",24,5/23/2022,approved
1432,1432,"48436,15",auto,"0,0492",60,4/15/2020,rejected
1433,1433,"39701,01",auto,"0,0248",36,4/14/2022,rejected
1434,1434,"38300,96",personal,"0,0068",12,10/26/2020,closed
1435,1435,"4794,17",mortgage,"0,0266",60,11/29/2021,closed
1436,1436,"10409,16",mortgage,"0,0315",48,11.06.2021,closed
1437,1437,"1907,38",personal,"0,0015",48,09.06.2021,approved
1438,1438,"39055,81",personal,"0,0275",36,1/20/2021,rejected
1439,1439,"14633,91",personal,"0,0145",48,09.11.2020,rejected
1440,1440,"7478,97",auto,"0,0361",24,05.03.2020,approved
1441,1441,"9912,67",auto,"0,0287",60,02.11.2020,closed
1442,1442,"32415,47",personal,"0,0322",60,06.10.2020,closed
1443,1443,"22219,48",mortgage,"0,0049",60,02.07.2021,closed
1444,1444,"47128,42",personal,"0,0543",24,08.09.2021,rejected
1445,1445,"18928,69",personal,"0,0263",24,8/29/2021,rejected
1446,1446,"41859,84",personal,"0,0386",60,06.10.2022,closed
1447,1447,"27776,79",personal,"0,0525",60,3/29/2020,approved
1448,1448,"35562,03",auto,"0,0553",48,1/22/2021,closed
1449,1449,"9264,38",auto,"0,0046",12,8/19/2021,approved
1450,1450,"37700,24",mortgage,"0,0215",24,7/26/2022,rejected
1451,1451,"5197,11",auto,"0,0270",48,11/21/2021,rejected
1452,1452,"34864,95",personal,"0,0263",60,9/16/2021,rejected
1453,1453,"23810,36",personal,"0,0318",60,03.02.2021,rejected
1454,1454,"12197,78",personal,"0,0230",60,1/26/2022,closed
1455,1455,"24538,97",mortgage,"0,0046",12,11.02.2020,rejected
1456,1456,"42928,23",auto,"0,0519",24,5/27/2021,approved
1457,1457,"8581,24",personal,"0,0027",60,3/23/2021,closed
1458,1458,"9311,69",personal,"0,0563",48,05.09.2020,closed
1459,1459,"27165,87",personal,"0,0442",36,05.05.2021,closed
1460,1460,"31637,47",mortgage,"0,0214",36,1/17/2020,closed
1461,1461,"21589,79",auto,"0,0283",12,08.01.2020,approved
1462,1462,"14053,24",mortgage,"0,0597",24,7/26/2020,rejected
1463,1463,"4292,41",auto,"0,0434",24,06.02.2021,approved
1464,1464,"3439,86",personal,"0,0182",12,11/13/2020,closed
1465,1465,"3000,19",mortgage,"0,0550",36,07.01.2022,approved
1466,1466,"45162,87",mortgage,"0,0137",36,09.01.2022,approved
1467,1467,"7436,5",mortgage,"0,0328",60,7/29/2021,closed
1468,1468,"15461,05",auto,"0,0398",48,02.12.2020,approved
1469,1469,"49308,72",mortgage,"0,0359",60,05.04.2022,closed
1470,1470,"46446,26",mortgage,"0,0560",24,05.08.2021,rejected
1471,1471,"3100,23",personal,"0,0317",60,01.03.2022,rejected
1472,1472,"28011,92",mortgage,"0,0090",24,8/28/2022,closed
1473,1473,"32041,43",personal,"0,0050",60,04.11.2020,approved
1474,1474,"3651,59",personal,"0,0200",48,10.08.2020,approved
1475,1475,"36678,18",mortgage,"0,0085",60,08.01.2021,closed
1476,1476,"49405,63",personal,"0,0298",60,9/18/2021,closed
1477,1477,"22039,6",auto,"0,0439",60,08.04.2020,closed
1478,1478,"23021,46",auto,"0,0243",24,7/25/2020,rejected
1479,1479,33308,auto,"0,0059",60,02.01.2022,closed
1480,1480,"37090,56",personal,"0,0532",36,6/16/2021,approved
1481,1481,"39698,84",auto,"0,0175",36,02.11.2020,closed
1482,1482,"4801,41",auto,"0,0300",48,12/29/2022,closed
1483,1483,"40233,76",personal,"0,0381",12,11.04.2020,approved
1484,1484,"43339,62",mortgage,"0,0052",60,02.04.2022,approved
1485,1485,"3216,13",personal,"0,0025",60,04.04.2021,approved
1486,1486,"2917,61",personal,"0,0595",24,10/28/2021,closed
1487,1487,"27993,63",mortgage,"0,0333",12,8/15/2022,rejected
1488,1488,"25343,52",auto,"0,0496",12,7/25/2020,closed
1489,1489,"49024,74",auto,"0,0227",60,7/18/2020,rejected
1490,1490,"15425,67",personal,"0,0425",60,11/24/2022,approved
1491,1491,"29919,8",auto,"0,0091",60,11.10.2022,closed
1492,1492,"25826,99",personal,"0,0096",12,05.08.2022,approved
1493,1493,"27250,93",personal,"0,0088",36,10/22/2020,approved
1494,1494,"33323,75",auto,"0,0570",24,02.09.2021,closed
1495,1495,"27342,15",personal,"0,0115",36,4/29/2020,approved
1496,1496,"1340,28",auto,"0,0052",60,07.02.2020,closed
1497,1497,"42341,8",mortgage,"0,0509",12,6/28/2022,approved
1498,1498,"10856,57",personal,"0,0079",36,9/15/2021,closed
1499,1499,"12326,58",auto,"0,0060",12,11.09.2020,closed
1500,1500,"32750,67",mortgage,"0,0451",60,3/31/2021,closed
1501,1501,"24409,83",personal,"0,0323",36,8/26/2021,approved
1502,1502,"29149,52",mortgage,"0,0176",12,10.08.2020,closed
1503,1503,"25377,45",personal,"0,0096",48,2/26/2022,approved
1504,1504,"21475,27",auto,"0,0125",36,12.04.2020,approved
1505,1505,"24681,82",mortgage,"0,0272",24,1/23/2022,approved
1506,1506,"7913,19",mortgage,"0,0249",12,9/25/2021,closed
1507,1507,"48495,98",mortgage,"0,0248",60,06.04.2020,closed
1508,1508,"29162,84",auto,"0,0337",60,06.03.2021,approved
1509,1509,"15054,03",personal,"0,0085",36,9/13/2020,closed
1510,1510,"35929,17",auto,"0,0481",60,05.05.2020,approved
1511,1511,"44125,2",mortgage,"0,0090",48,05.11.2022,approved
1512,1512,"15526,92",mortgage,"0,0156",24,08.07.2021,approved
1513,1513,"16901,07",mortgage,"0,0440",36,1/26/2021,rejected
